operationdistrict,capitaldistrict,euidistrict,operationdoasvrf,capitaldoasvrf,euidoasvrf,operationvav,capitalvav,euivav
1132596.488,2220671.086,217.556845,894927.2585,3249382.506,69.16890307,844213.5918,2593396.387,263.4749887
997746.7698,2744604.306,162.5712671,901783.4461,2982512.7,90.8402739,712229.2853,2896667.27,264.3845907
1010982.385,2070149.704,192.780179,938439.6171,2980566.173,89.57918507,637857.452,3511525.595,236.1120893
938179.11,2369086.045,164.3707708,1027580.139,2088583.209,100.8627131,817965.3812,2820638.046,265.3514457
1068810.642,1702984.406,195.7913581,980797.0947,2720775.241,91.29634727,893070.0201,2033637.268,286.8628928
887849.7413,2465835.068,162.4051542,936676.3451,3276164.862,87.47802985,911183.0442,2118221.719,277.7846214
821086.5722,2895013.161,156.6689227,1016509.377,2916528.518,97.31947241,695548.2824,3451174.421,238.8434519
956206.1254,2547297.345,175.6593731,1191143.395,2133048.876,129.6380504,757633.2615,2877950.208,262.8733815
819209.4127,2856135.424,142.624674,1058314.5,2502037.844,102.9292059,783473.1471,2833333.232,258.772905
1002696.936,1936818.593,159.0046226,1135370.313,2305720.333,135.5512681,870833.6057,2369081.154,248.0414988
1168311.153,1808785.082,211.2801338,1036461.415,2474550.603,100.5262983,992433.1042,2328613.576,299.7782316
1051932.195,2022545.142,190.310212,997891.7099,2288432.91,81.74794727,1029346.869,2297736.507,309.7417547
957560.7423,2536530.265,155.9131888,976123.7961,2404948.147,104.1970227,842295.8433,2350033.837,255.2893718
983315.3038,1799212.698,169.1099614,969751.8816,2371359.044,94.88665325,950483.9517,2527594.97,298.4038138
915064.3052,2530975.542,167.031749,994114.3284,2609675.132,90.17783058,795639.8351,2856844.149,257.4315209
1015166.249,1858387.767,170.3489359,949839.1024,2707329.257,75.60637778,715116.763,2839122.334,248.801942
979727.2674,2149383.131,152.8165956,859262.5576,3602796.82,66.9876646,868749.9488,2354618.358,285.4085618
915744.8025,2319649.93,169.853328,1027453.103,2359311.096,91.91619051,847990.9733,2217603.025,253.7279815
1062438.728,1689373.503,189.042942,1101872.518,2410456.992,121.8261576,829148.0213,2815005.454,261.648023
1027580.139,1729746.477,187.6071523,941583.2667,2887918.361,69.78874631,806438.2714,2767810.398,262.7937176
948473.7646,2538142.17,173.927786,953291.5545,2376691.684,102.5085167,768002.3671,2908105.621,256.9882544
983261.6683,2286891.336,166.7820545,889506.9827,2978744.362,78.95288739,867183.2606,2268185.922,268.8671552
997211.5366,2588870.538,194.3001746,1163283.583,2521100.638,144.3950271,980111.6095,2212009.958,278.4361654
1007667.36,2090429.503,167.9962438,1061616.962,2769282.825,103.6397712,911776.8193,2716893.366,276.7482923
924748.5704,2415668.882,179.1619083,948276.0433,2900316.001,73.99334373,823444.3432,2705459.187,280.2673194
831625.0897,3194017.618,155.3955576,880434.644,3287394.573,75.46964274,839506.406,2967277.43,244.7962878
1049295.797,2064047.842,189.7302434,1123579.838,2192693.726,99.10049175,847944.2171,2702019.466,275.0793465
1089532.028,2227406.393,202.6350705,936015.173,2869474.642,84.07054878,762384.8522,3227115.993,253.8479589
1016675.672,2057803.092,178.2172148,1141742.228,2339309.436,144.8616375,953407.6392,1980086.62,284.4723985
1149056.816,2241633.122,213.4211258,992186.1891,2460493.608,90.13765639,770647.8707,2798354.942,240.7143104
983332.3533,2392121.477,173.3351438,1077734.609,3002221.765,113.6756666,818102.8083,2455729.134,266.1525255
957556.1978,2657277.294,150.2598301,923999.2167,2798852.11,83.41844369,814436.0309,2683534.459,268.7292246
931044.7493,2181842.508,157.4136175,892601.332,3352432.783,68.72602453,881272.6007,2411241.367,283.3407985
926148.2185,2628899.411,167.3249851,899869.9118,2916019.723,65.70382663,948566.2031,2454291.401,292.6495562
948265.6525,2523014.367,168.0873652,889369.5556,3226661.834,74.69629296,776208.7816,3216633.25,249.0699711
946388.4929,2409607.291,150.1640392,857246.4385,3162796.547,69.13068811,938426.025,2702372.198,287.1385763
949976.5294,2029598.534,164.8096481,1163283.583,2521100.638,144.3950271,743002.8898,3335481.329,243.2751928
978510.0776,1947585.674,174.8932805,992323.6162,2178392.298,90.08683981,813005.3482,2550653.047,244.1721593
960898.0458,2304568.774,181.9009179,990392.8211,2534525.472,75.48077721,806300.8443,2821757.939,260.9344383
831668.3344,2763036.421,166.6156159,1088721.249,2233066.699,97.66470198,722331.7073,2869129.655,244.388286
1081146.742,2040415.308,191.8211144,1075857.449,2890396.549,99.56911786,850722.9334,2331613.349,275.9677552
924748.5704,2443925.346,176.992888,880748.7867,2991100.822,82.63811213,778375.6871,2900000.682,238.9615591
973435.6329,2279276.956,175.146644,936616.0509,3148810.217,70.78795968,847990.9733,2247441.35,255.3757384
1042923.883,1975907.6,179.1027501,1090968.051,2781073.972,113.4881554,792481.1293,2947604.76,251.6018764
875534.9053,2911844.243,155.2875125,975002.3212,2732435.288,105.7648781,789041.2408,2809469.661,250.5746009
936813.7722,2574270.115,174.374541,978287.7331,2521388.377,101.3106582,726860.5469,2863527.354,250.5296508
889359.1648,2655390.269,171.1876296,1029606.649,2494079.105,93.86976063,769293.2539,2665357.716,261.5152796
1015028.822,2110650.753,168.7519956,957964.853,2720775.241,87.43882097,879077.9532,2844012.01,286.0031663
922845.7571,2132853.607,165.866218,1036598.842,2070878.05,105.5724891,794377.6141,2371372.434,268.303431
961090.5988,2791241.848,166.0636764,966040.7651,2379085.548,73.24294501,911050.1616,2266552.156,276.7694387
812078.2599,2874670.294,148.9476051,1168571.661,2317479.407,134.7784912,900676.5115,2378445.879,278.9895913
997085.5977,2294804.932,160.7492429,968003.5449,2526559.018,94.17249134,731350.4104,2849842.635,245.2812848
1006093.91,2268494.996,171.8944047,828228.1158,3200810.647,58.75162348,1041650.984,2067402.576,306.1805336
897705.9749,2433788.405,159.4920349,1074200.208,2977359.487,100.5060682,781154.4034,2499756.241,238.202211
1047775.983,1742992.712,193.0537304,953967.6618,2734069.054,101.7201209,725644.5595,3248154.316,234.8212821
997240.0742,2607194.262,168.7403859,889506.9827,2790289.04,77.7763519,758983.3339,2997790.28,236.559642
943732.2684,2630967.357,157.5474656,941720.6938,2567053.41,73.98304067,765842.6445,2802963.611,247.5524145
999322.3925,2082844.89,190.0591647,924626.0786,2942882.813,87.86948141,872264.2884,2390898.5,275.619481
1027174.931,2477667.942,193.6008628,957693.955,2746033.579,87.70053204,874900.6862,2389094.248,276.9330098
1051932.195,1909899.215,189.5143515,971517.8844,2565491.854,80.49118488,746967.7078,2928135.728,251.6886734
986621.2123,2622215.262,195.8954837,989544.8998,2625542.616,94.55777742,857009.6764,2361167.558,254.0743105
988873.0068,1889206.549,164.3038739,901156.5843,2795921.633,85.33730085,900124.1008,2283969.787,260.2729468
821096.963,2935427.223,150.1458306,992186.1891,2460493.608,90.13765639,828476.1282,2485740.782,245.0426134
924626.0786,2604413.382,171.6236335,903315.9768,3045830.932,76.20175612,850722.9334,2321753.226,276.8819517
1124704.76,1948834.457,210.7180661,1052065.078,2225153.103,99.83998733,734801.0198,2960757.81,258.1639587
949083.5769,2041029.43,173.7607083,943732.2684,3110986.232,71.25825956,776208.7816,3259742.404,247.4845143
1002696.936,1979927.748,157.4191658,981812.539,2666593.066,91.48366015,1023978.511,2210376.192,286.3384489
927805.4599,2527632.573,163.1670791,1055582.54,2304572.864,82.7032226,895716.8087,2002063.254,280.4339063
957560.7423,2506691.94,154.2654319,970015.1195,3015940.701,90.1305863,975245.7892,2149554.436,289.30509
994114.3284,2271205.701,173.9319827,1036598.842,2139480.015,102.9751351,982697.804,2142275.27,272.7070851
923945.5812,2818502.646,167.6449315,980536.5875,2517948.37,83.55320405,726042.8239,2876255.842,266.6155579
906044.5047,3122010.41,186.5857549,830105.2753,3417392.626,72.83276595,948566.2031,2338783.558,291.5353208
878777.4027,2937447.79,161.1103423,1085270.97,2096444.9,106.5489622,917422.0762,2271884.795,288.2488285
1138960.064,1821157.96,203.7385088,943869.6955,2858723.246,72.85519986,782224.2307,2777369.934,262.6674352
830105.2753,2868771.786,161.7193261,1044449.47,2847714.766,113.4133171,911776.8193,2726753.49,275.8340957
947458.3202,2535811.416,178.0785139,936659.2957,2693116.206,82.33865091,856203.5642,2604805.069,251.4281743
1077144.122,2356228.855,206.7866697,852548.1871,3042681.109,59.6592847,792189.2257,2867500.216,239.4518396
969751.8816,1936031.184,183.4071798,1065756.125,2334744.332,96.2158372,1011229.3,2262533.466,316.9211445
1094289.673,1661550.267,194.1340945,958847.4147,2753966.799,86.81383966,784759.4894,2921089.786,260.8114912
994241.3647,1951854.049,188.0378127,1027044.448,2702884.545,68.38569352,778986.4006,3439924.143,271.2318746
950429.5895,2637872.737,161.3842235,958984.8418,2458594.658,89.99623676,897236.6231,2230450.656,278.8765123
1021617.228,2386092.231,194.5901731,847742.9608,2992738.639,65.18026485,760738.0016,3192965.349,248.2349177
1074897.319,1789825.242,192.2180402,1213256.988,2344966.647,141.038925,936660.0223,2574232.512,305.7537493
852548.1871,2605771.388,144.363034,1060387.767,2321913.356,76.69160868,936934.7483,2454191.931,266.2193986
969491.3745,1906806.945,176.2570085,1024806.314,2430583.559,99.07873729,828471.9139,2381818.688,262.0557438
1052792.066,2117981.328,205.400734,831625.0897,3532487.049,71.64140554,919505.733,2243238.437,252.4672224
997074.1095,2841133.524,192.7032343,957337.9911,2699897.641,81.70755312,624033.5226,3473773.674,240.497144
938572.4997,2506390.082,172.2772002,905918.5658,3241332.675,67.60750784,920199.6951,2553270.476,309.8894685
1015166.249,1886897.305,175.3153492,1059033.15,2264078.472,99.03514696,739468.819,3077369.861,250.1878777
1085270.97,1669395.303,190.3385149,1182533.017,2091526.358,129.087796,1016922.587,2503053.439,303.9376432
891409.796,2694289.383,175.254528,1002696.936,2386999.144,71.06765966,856203.5642,2623201.409,250.1733504
948946.1499,2405938.342,172.9596284,871059.9771,3180501.706,68.27843837,772698.832,2543048.161,265.0663807
1030499.602,2132989.868,172.9057055,938179.11,2919921.749,76.96447965,853468.0926,2476956.81,261.0385214
1041006.134,1902604.032,173.3484925,980526.1967,2661644.116,88.59317753,897952.8899,2791787.372,281.9292075
872095.0168,2755312.804,155.5150608,957693.6249,2783829.24,67.67428465,790253.3866,2655394.134,273.6382083
1030499.602,2037460.225,174.3534235,938577.0442,2756559.651,89.007105,876201.9637,2278737.227,271.4079109
997085.5977,2294804.932,160.7492429,958847.4147,2699415.66,85.49671574,963993.7383,2792103.869,284.4689724
1039518.305,2143541.172,175.4464612,930987.6023,3004659.819,101.1055889,746461.0122,2790725.683,257.8577922
1101872.518,1948834.457,206.8605398,913417.4546,3063842.078,71.27732384,814662.5896,2496292.087,243.7258427
935259.6476,2145761.76,180.5893804,1027580.139,2191369.012,102.5727701,970273.5228,2319335.738,269.0719939
1051942.586,1919827.9,182.5053966,892148.2719,2803835.229,75.44696289,875926.5213,2333398.775,267.208787
943736.8129,2518756.544,162.860197,855945.161,3271571.708,70.8390098,711820.6301,3240240.72,240.8540937
859399.9847,2860654.835,155.7880075,901250.7666,2968965.544,76.37318517,914334.4762,2620298.738,296.919628
936616.0509,2600189.377,159.6745198,1111155.556,2365310.417,91.33024833,857009.6764,2278359.955,254.9262069
1045527.7,2499699.485,191.8810228,1060950.898,2309125.576,106.9584249,847929.2818,2775398.077,280.1064845
908751.1879,2763226.401,153.3397755,895064.6856,2900261.091,75.5322178,994090.3455,2448502.3,298.7629929
970030.0548,2389497.474,169.8548562,997891.7099,2298293.034,80.83375074,710178.324,3122135.727,238.3847635
970030.0548,2545350.818,170.5407579,1079568.566,2955617.525,121.2751262,660689.6937,3481687.271,238.3218587
874873.7332,2413810.204,153.0725552,898515.295,2855322.922,87.72898994,865211.8765,2640000.627,259.7330554
933208.6862,2258584.29,153.7936927,1149056.816,2575757.04,127.0073196,797009.9689,2961722.707,255.9148481
1121655.145,2231205.931,210.4574021,812078.2599,3364549.293,61.74420253,862240.6073,2646239.72,274.5635521
969751.8816,1994125.972,182.8859163,1009631.982,2451689.618,108.3781242,909142.8039,2087669.429,262.8919908
899865.6975,2500555.875,167.6207452,857916.545,2972704.482,80.03540967,826984.0843,2782954.687,267.4992683
1085281.36,1687860.204,182.9889327,854457.3313,3532487.049,75.49893185,774862.769,2629650.067,260.5322594
939411.8167,2889970.097,162.7643261,1017083.997,2357412.146,95.63229718,769920.1157,3007703.864,266.2286563
1133452.565,1853601.832,213.9794963,994504.6026,2886417.399,91.99922695,854715.7346,2876227.587,254.0120058
1126362.001,1916422.657,211.0982397,901620.0351,3344587.748,72.52160405,678327.3792,3129980.762,230.7316577
949976.5294,2165084.578,168.4858369,840687.0375,3180659.122,82.80486543,851451.9734,2356843.226,258.3468765
936521.8686,2508469.471,165.4454599,878324.3426,2766083.308,79.83201766,810921.6913,2691945.332,280.7496258
913981.5305,2606970.355,172.4831465,1063838.376,2279837.104,89.20675579,908459.4226,2541423.336,279.8100411
951715.9318,2659636.167,159.203105,1001204.892,2564359.692,89.75042505,720674.4659,2883145.114,245.2629363
1002696.936,1925376.609,156.1020419,1182395.59,2325393.004,128.7456795,814647.6544,2682963.677,248.3869471
980019.171,2286000.603,160.6285917,857236.0477,3192566.31,76.87320343,958212.8654,2078652.855,273.7921109
764915.5561,3156819.182,153.9756172,1050014.447,2269061.591,94.92119247,851304.1556,2351980.364,264.2655132
962227.009,2248826.653,162.003737,757699.72,3534459.976,63.06,802632.0283,2346391.714,265.8509936
1005011.135,2344489.809,177.3458021,1091880.24,2066126.248,96.93,774725.342,2872052.929,259.8495156
1135479.075,2105215.345,204.5651788,1091880.24,2066126.248,96.93,924874.091,2304304.077,272.384384
817854.7958,2755191.385,166.5536691,1007929.75,2079192.95,88.88,876201.9637,2333288.365,272.7250348
868403.7525,3013186.715,160.7585471,781807.8,3196533.415,64.55,862240.6073,2494830.152,278.0128026
1134972.379,2101709.483,210.5937092,811928.71,3350870.994,69.11,793570.0804,2910585.913,251.0353947
970015.1195,2576169.064,174.5159606,986161.22,2383776.32,87.11,806576.2868,2961066.322,262.736247
1033962.444,1705309.352,191.3440267,972248.19,2564957.658,86.24,803986.6451,2547990.906,242.4526703
1168177.941,2121861.008,194.2555199,948854.83,2459610.649,83.65,944388.936,1987931.656,280.676819
1133452.565,1766350.453,210.6962405,976431.46,2268227.239,86.62,950760.8506,2021520.759,289.9871885
958984.8418,2155589.121,174.5593976,1113399.86,2409387.719,99.21,914700.5068,2225897.944,258.4788363
939918.5123,2990587.462,159.104855,943804.2,2633044.527,83.99,783733.6543,2976785.259,270.535714
851060.3575,2775342.91,150.2154798,1036312.72,2054626.615,92.01,767410.7542,2728273.052,275.9377405
1060542.243,2328435.232,168.9275376,1045909.98,2895524.214,93.13,800749.5286,2477909.015,277.6761005
1087699.85,1591336.63,214.24,1014033.61,2602712.192,89.8,936660.0223,2491424.909,306.6056458
926086.4,1809785.78,173.82,1050661.31,2776373.055,95.34,809768.2317,2387256.377,282.3235764
1051300.29,1634190.79,194.13,946988.76,2316788.874,84.07,842693.7775,2282201.381,265.8842792
1017167.32,1928959.38,150.81,853751.34,3292302.622,73.41,875655.8814,2874573.662,246.2804736
965034.63,1728037.91,186.35,833036.11,3067071.119,69.51,879256.4816,2104254.322,283.2893954
815762.31,2620946.06,141.43,990990.77,2494698.601,88.53,831050.8346,2992173.01,272.9152814
1030860.77,2172682.93,180.13,927879.96,2621293.14,81.55,805506.4594,2810951.247,239.6504468
747968.47,2947455.12,147.46,925637.02,2747005.733,79.72,803929.4982,2988449.634,272.1655149
1304053.01,1904839.38,165.6,940894.46,2788730.343,82.43,994597.0411,2622067.143,295.1658219
947712.94,2680273.6,157.98,910154.66,3274414.244,80.22,867171.7724,2935696.656,301.2763798
1026392.95,1952785.15,180.44,1057040.16,2908589.666,93.7,868558.21,2018307.244,287.25
940937.4,2898105.77,155.46,951011.39,2900933.772,84.02,693255.69,3036895.46,229.14
637798.81,2845830.95,159.83,953928.19,3339161.062,84.67,599117.26,3480410.864,226.56
987176.54,2063836.55,176.98,1036649.68,2367431.7,92.16,654350.94,3080920.483,248.79
1043821.27,2292779.03,191.41,916678.3081,3194690.594,69.75312736,804970.62,2717219.306,279.44
1007443.09,2134858.68,216.92,912348.6383,2590505.239,69.4493505,631301.13,3194057.443,220.75
1027604.02,2301206.35,163.27,947962.9238,2971829.487,70.98542607,854406.22,2468977.101,284.89
658574.29,2566632.22,171.66,1008407.905,2411916.919,89.50596043,885156.74,2893733.239,287.19
1099101.81,2006370.22,185.09,917916.0615,3120993.671,67.34487818,756235.6,2897249.309,240.91
704831.1,3125304.8,180.41,918381.9374,3070272.539,72.20484983,951638.79,2109199.36,292.49
1043056.94,2211421.04,191.58,863577.9912,3174667.652,79.19861789,752570.52,2764188.091,257.35
997341.24,2511793.19,193.17,1038120.089,2899539.5,103.7008177,759775.79,2233840.092,242.33
1014396.21,2354771.53,186.65,1040177.987,2088915.428,95.59892482,851112.92,2316210.135,278.82
1199110.81,2153733.99,159.99,863577.9912,3218554.881,62.62788361,977774.57,2612481.786,336
1033299.98,2255993.6,153.42,947497.0479,2887094.635,79.62970774,732714.22,2925591.719,233.4
735169.5,2445214.76,164.29,1102540.771,2658575.817,129.9992306,878298.1,2382146.634,287.42
715227.44,2786876.93,145.76,877776.3963,2790193.574,81.98551372,800395.39,2566936.989,240.58
1090086.25,2269476.758,215.0646878,912593.9673,2902925.433,77.29062508,770016.24,2610805.767,261.76
961050.3031,2326923.483,160.4045535,986130.5007,2639245.702,106.1354466,783917.3,2736930.123,250.74
1023898.554,2539126.162,211.1705207,1200013.083,2101230.849,146.1715031,1097150.42,2012027.955,324.01
921515.533,2221398.605,171.0477275,1110501.068,2133282.18,99.20942646,669016.65,3086218.625,251.71
1005434.59,1902939.743,160.6835507,966838.2733,2762880.271,85.24596763,1053549.94,2404443.913,323.1
1040177.987,1689433.269,182.8587737,895507.7567,2913568.13,65.41981076,853961.1,2294676.699,282.25
842873.3157,2604264.58,150.4221838,1008407.905,2434849.302,90.79474806,849370.05,2467704.731,271.19
1022691.956,2096286.819,178.6251228,930251.1543,2749839.918,94.99071621,821881.08,2545603.133,257.82
855522.1223,2865290.268,155.2142481,1070049.557,2370581.057,95.94195898,858873.4,3183710.169,304.49
921515.533,2278679.833,171.7259595,944094.9933,2806957.743,97.46552949,724898.74,2841339.406,250.59
1017415.116,2023563.457,187.3221604,890476.2462,3104100.147,72.44411332,922401.6,3023226.41,278.85
1071267.72,2000875.572,172.1987798,1139102.227,2428174.197,125.5740604,801123.63,2696512.11,269.58
978536.3346,1923038.69,161.9588837,951387.1032,2864093.199,68.86046283,852751.41,2741713.72,280.52
895348.0736,2369107.051,182.2387501,1077946.041,2454688.943,134.7544093,1100423.87,2290979.827,338.4
1057423.881,1929102.651,174.8876994,921686.6885,2709921.721,106.3254112,952447.38,2046258.87,293.04
930079.9988,2265503.861,166.4837695,947497.0479,2910967.974,64.09745345,820634.67,2430422.24,269.43
921515.533,2245271.944,155.5154732,965671.1541,2724320.786,101.3219086,788715.17,2371004.811,239.96
904514.9683,2371912.639,172.2938241,956418.6136,2509643.154,91.44279065,1022867.11,2250159.449,300.54
1061485.092,1995867.196,192.1050433,833706.421,2924371.056,78.91656504,930553.627,2203265.527,264.7582835
990762.4876,2608561.399,190.1334961,868609.5016,2902709.578,67.01792941,864365.9307,2575748.403,246.3271315
881309.3516,2757261.879,162.9953896,956418.6136,2543206.622,75.65448036,846634.5703,2376332.207,264.2248327
865787.7512,2748278.393,163.2006489,883164.5455,3408425.725,77.44093539,842248.2097,2729051.284,246.476634
912593.9673,2427919.552,162.5137541,1090086.25,2668958.917,127.8048389,824516.8493,2848162.127,263.8681884
895507.7567,2482187.516,169.8234872,973675.9797,2729000.468,105.3200912,767992.3529,2834721.905,245.6360089
846332.0976,2608638.291,183.4977782,855522.1223,3295729.927,67.6316135,768282.9367,3189292.233,261.3752038
939246.8934,2249884.266,156.4291357,1081544.915,2955995.169,113.6699447,855995.7505,2825984.318,254.7775496
1035306.16,2099319.865,170.3639733,1035306.16,2609142.695,70.3242843,917443.1176,2356622.697,268.4343734
886783.6079,2294840.974,181.4564976,959951.5689,2870931.118,62.57979287,855995.7505,2912969.566,254.1612457
970217.1978,2316723.034,164.203871,851589.3461,3347441.994,73.39005182,754439.0977,3137226.984,235.6496681
949200.6771,2260043.227,170.3383795,1095191.934,2643856.005,101.2110932,1029232.537,2060766.927,302.6448235
912593.9673,2526375.657,165.8392616,1156588.258,2103721.423,138.2361254,829388.6767,2282538.197,272.3592493
943804.4095,2058796.289,192.9526002,852234.4959,3322632.755,67.14960488,1011986.644,2096964.79,320.1419422
982671.7188,2146754.656,163.0522068,851437.7814,2931574.262,60.89298388,895576.3729,2014553.806,277.6089336
888196.0559,2752094.767,166.1179911,820153.1657,3183727.854,57.9823822,702449.8065,3099179.512,237.550867
1018060.266,1982829.688,192.4986893,904514.9683,2737121.391,98.84494837,746360.0987,2993887.223,272.6987833
980473.7287,2581704.868,210.8868815,837790.7619,3194457.313,71.06203001,737193.2041,2945141.429,266.8657165
939246.8934,2040569.573,169.2521865,833706.421,2977536.881,61.70600778,777159.2476,2866350.909,260.9462873
1022446.627,1687754.526,187.7440979,1026582.011,2439675.96,106.4968048,878209.7697,2599824.909,269.6961322
961050.3031,2142206.187,175.8719092,959477.872,3280211.04,98.92456555,1073142.83,2064089.942,313.9286839
825336.2408,2856279.38,159.7728098,1022737.211,2469704.364,112.6045547,754439.0977,3157240.874,234.6111881
996267.695,1881241.737,174.0280608,860604.6761,2789354.239,77.15510419,889434.1341,2545401.492,293.8214175
776879.905,3224282.904,150.1209586,868609.5016,2861005.279,81.57546283,777644.7144,2664438.512,275.969633
869075.3776,2541156.548,159.8769633,1079216.452,2474086.034,97.03803812,851666.0807,2307530.732,252.8857185
994026.984,2319847.418,220.2943807,996267.695,2302932.222,69.88044034,838555.5713,2358054.43,271.0987934
898795.3831,2482584.55,146.0071642,944429.9685,2729821.675,79.00034015,869549.0058,2562461.854,262.8295315
1110501.068,1756747.49,191.2297821,1102540.771,2658575.817,129.9992306,900972.6406,2356539.417,250.1226673
956418.6136,2227776.132,156.4990385,1063661.99,2398404.004,120.132577,707126.7508,3244315.054,240.971992
994026.984,2310157.288,220.5504367,1077460.574,2492442.442,120.4268495,794645.2791,2376013.871,263.2199224
1035306.16,2011938.169,174.0682294,860604.6761,2947747.805,60.68673081,968076.3514,2289242.327,284.377722
874352.2169,2674491.166,154.5691923,829320.0604,3147989.052,75.95843671,838112.8255,2569388.182,243.4782193
942220.2085,2488068.829,157.3375569,912593.9673,2894900.317,78.90219838,845062.1391,3096506.025,276.9313352
1066721.676,2114325.289,193.566365,877616.7132,2732562.588,87.74727793,773023.8634,2555664.781,263.9409873
912348.6383,2136192.241,172.5642393,886783.6079,2789729.946,88.88081935,812062.3282,2878559.117,260.6353167
907962.2777,2567740.65,149.4972407,917625.4777,2669949.974,63.17557762,803209.7448,2487486.933,255.9901884
1083893.396,2059086.613,203.6968811,886340.862,2930852.74,76.82996185,838555.5713,2312425.88,283.8103053
930079.9988,2186543.729,165.4885002,970702.6646,2461111.885,105.706206,917443.1176,2349866.147,274.4894162
996267.695,1944097.691,156.5614475,839739.7201,3402891.183,71.117131,690461.1614,3200077.882,245.9565002
817331.4153,2902982.621,154.7971285,895348.0736,2745656.827,93.69011354,956732.5588,2026350.598,282.7301987
944094.9933,2417165.714,184.4693224,1130560.891,2628225.201,112.0554702,724719.0921,3274759.115,250.5147364
1005434.59,1899080.294,175.177325,837790.7619,3253403.555,73.09577935,771925.1292,2621697.778,254.0186763
1017415.116,1958317.465,197.9842001,926792.3724,2661414.538,68.33041244,980947.3569,2623024.064,312.8009697
1133825.387,1969733.08,228.1816676,898795.3831,2882066.709,58.74731535,750746.4593,2681618.965,274.9176983
939418.0489,2385846.212,183.0670692,975379.609,2564494.281,100.1200752,891190.0124,2345170.94,272.9960213
1011758.344,2331216.29,215.1530005,993110.9694,2674897.528,104.6641828,834784.9443,2514183.137,257.652823
1110501.068,1757204.291,197.8705284,917625.4777,2748910.106,64.17084696,790755.2238,2597267.094,240.3002622
1041384.586,2270229.25,213.426602,843067.6013,3276820.541,67.11552475,907165.4945,2635730.496,289.6753066
852234.4959,2885486.809,155.7806939,947251.719,2519843.603,87.64347312,803209.7448,2498233.733,241.7554406
865787.7512,2680910.587,165.8664251,970702.6646,2467471.988,102.7391154,921989.1612,2160931.667,266.9252736
917625.4777,2262442.698,152.0469998,965425.8252,2444055.002,108.71937,864291.7573,2317678.788,273.3370663
865281.6204,2667027.196,155.3732752,895507.7567,2888029.778,79.59654775,785649.5399,2698410.68,278.2895126
1099276.275,2488921.749,194.7931441,851589.3461,3288495.752,71.35630248,890704.5456,2523425.93,251.2348318
956258.9306,2026784.549,189.8233663,898795.3831,2910055.452,61.10385036,1011986.644,2076890.548,311.4517237
865281.6204,2667027.196,155.3732752,950116.6917,2781252.554,111.0886316,733734.4221,2805321.621,255.0190021
1063661.99,2192388.314,208.4900561,956504.2595,2745404.492,88.5095869,838555.5713,2286051.888,287.8158759
909061.0119,2395226.432,157.7056174,992625.5026,2785724.359,75.84007091,812547.795,2682881.12,264.4977425
820153.1657,2766732.457,157.8073948,1063907.319,2763990.022,110.7632943,738411.3665,3051107.704,245.916343
886340.862,2634204.052,149.5528258,881309.3516,3178952.364,58.84776911,834665.516,2396964.441,277.6760558
852234.4959,2867137.933,158.1746912,944429.9685,2788767.917,81.03408949,993401.878,2508611.548,301.2433217
965425.8252,1985626.6,193.9454696,925845.2028,3250192.937,69.53115148,693282.9118,2980690.414,248.9253869
1008893.372,1982234.49,179.3693303,1035306.16,2490380.461,87.80364983,869397.4411,2325983.764,262.9538069
951872.57,2314851.857,181.8721943,895348.0736,2768589.21,94.97890117,736707.7373,3116579.516,241.4308712
978781.6635,2338292.355,155.2631734,939246.8934,2610570.732,78.32946111,650009.651,3551082.184,239.9857944
1107572.282,1923284.727,217.681017,1089915.095,2541478.887,106.1960785,724858.1113,3203771.581,254.0129194
985485.6483,2526198.171,194.0800014,1022446.627,2131908.325,111.8187724,913307.7334,2025922.678,272.4675534
965671.1541,2449427.309,176.8655149,1066590.776,2291286.311,77.25617938,800073.6831,2996574.276,259.5637383
917625.4777,2268273.379,166.2847181,1005586.154,2718686.083,82.83281767,834784.9443,2602315.482,261.7607545
965671.1541,2360777.047,176.1263016,829320.0604,3177693.072,74.66390072,963044.841,2468796.007,283.3207631
1059115.946,2281598.122,208.2852218,951872.57,2622257.232,102.6392094,890544.8625,2311490.737,283.8434653
895348.0736,2346114.315,171.2212639,983157.1856,2457088.888,104.9335071,794890.608,2903258.134,241.6281701
934141.2096,2239445.206,192.3903852,944169.1667,3124023.864,67.48275574,781092.0238,2790041.445,252.543544
822008.3596,2990375.138,162.1628427,917916.0615,3034008.423,67.96118214,812528.2041,2828270.911,259.7675913
921686.6885,2387734.68,193.2250121,1013028.756,2639160.646,103.8216336,785723.7133,2875794.797,239.2000927
776879.905,3222617.891,148.7654413,961535.7699,2477612.084,89.2110994,702449.8065,3192921.31,230.8795203
898795.3831,2425253.058,150.3355205,864063.458,2997750.066,81.05081338,908435.906,2462731.907,253.0818356
1031613.522,1675889.064,190.1878981,1115178.012,2192701.04,107.6903248,919620.0156,2467427.132,289.8791597
926923.2731,2456414.511,187.2906513,1200013.083,2059477.703,137.1642473,808638.1488,2931158.348,251.2393446
817331.4153,2902982.621,154.7971285,851437.7814,2838537.303,71.42142769,724858.1113,3316295.182,239.2198785
982671.7188,2148419.67,164.4077241,837790.7619,3253403.555,73.09577935,922474.628,2099773.898,269.8515803
886340.862,2601581.539,148.5200942,1008893.372,2364473.29,104.0895762,998433.3884,2360487.254,312.0899604
