operationall,capitalall,euiall,operationpareto,capitalpareto,euipareto
823457.27,2058270.332,270.45,,,
778164.38,2282246.181,239.03,,,
719190.08,2853579.112,248.76,,,
835166.35,3293185.51,71.19,,,
913448.16,2123209.143,264.66,,,
985246.29,2779793.021,87.45,,,
1075748.53,2379223.38,193.77,,,
801241.1,2879842.9,244.99,,,
819856.92,2418439.42,178.14,,,
1031265.65,2498774.22,152.02,,,
695690.75,3215296.21,152.55,,,
780289.72,2640597.565,239.88,,,
775944.9,2685447.388,260.04,,,
926483.89,3049546.342,81.62,,,
990743.57,2109146.78,190.39,,,
1050317.63,2078215.97,194.85,,,
795485.81,2828222.632,240.21,,,
956277.33,2593854.199,84.65,,,
645158.73,3095282.63,243.71,,,
905369.34,2916551.741,78.66,,,
945339.15,2516421.805,84.1,,,
821742.32,2334313.08,169.17,,,
965033.48,2638600.02,84.92,,,
934334.2,3260346.369,81.67,,,
839584.57,2527111.96,155.96,,,
927688.21,3551136.885,81.77,,,
631410.38,2780953.79,157.13,,,
1095372.294,2632118.916,107.3402894,,,
969346.6735,3177375.298,100.3591003,,,
911050.1616,2277994.14,279.6720195,,,
927668.0328,3284078.458,77.58769189,,,
660689.6937,3511525.595,239.9696156,,,
903513.8008,3173910.881,287.7129204,,,
778739.4855,3207841.933,146.3573488,,,
799173.9059,3139668.431,250.1882029,,,
936676.3451,2753585.622,172.7153006,,,
955455.4914,2074618.533,183.0710777,,,
921556.6944,2100577.582,277.6151532,,,
870060.9939,3053722.394,161.2010208,,,
1178684.473,1871496.972,192.1363535,,,
865265.512,2223138.818,260.9438773,,,
1113044.767,2100470.244,212.2790565,,,
908459.4226,2486872.197,278.4929172,,,
985142.4993,2030377.217,193.9157747,,,
707345.7019,3091966.662,241.1107223,,,
964407.9954,2966711.879,163.0019276,,,
918151.1162,2195263.676,273.8965642,,,
865128.085,2548349.282,259.4092371,,,
957284.3556,2495191.131,169.3209913,,,
1105713.728,2015927.691,318.5528986,,,
922708.33,2453718.558,161.6719236,,,
795794.3116,3100378.439,260.8845843,,,
821086.5722,3331922.882,71.96517344,,,
913773.4184,2629959.14,163.5595088,,,
888724.6155,2367169.521,269.2524413,,,
808836.0927,3160247.694,77.32077998,,,
1024806.314,1993673.838,183.7824866,,,
913827.054,2170536.967,163.7183953,,,
1018571.827,1762372.887,177.3861814,,,
847742.9608,3065686.118,65.24256493,,,
851398.3379,2627810.078,257.0114545,,,
817854.7958,2708285.507,162.8420796,,,
949922.8939,2914488.444,77.04443156,,,
810590.4303,3117189.295,154.862351,,,
660689.6937,3453430.807,240.4908791,,,
896382.8723,2506911.517,279.3465731,,,
889359.1648,3032623.341,83.18836657,,,
676972.7623,3156535.341,256.0400768,,,
831762.5167,2941754.632,156.9924979,,,
808957.0689,2725765.84,253.7510508,,,
947839.2153,2126135.316,275.6093361,,,
1182135.083,1733891.076,206.0992186,,,
1058219.764,3315050.536,107.221619,,,
1015112.613,2249207.976,172.7874035,,,
1016002.682,2815911.153,100.9789435,,,
1009544.189,2395256.671,163.924341,,,
861980.1001,2518575.191,268.362978,,,
1240223.847,2051153.384,134.381112,,,
946635.408,2787584.459,275.1631652,,,
1058304.11,2001583.106,198.3034575,,,
877552.3662,2299923.196,266.7988054,,,
736155.6367,2865601.267,235.4528937,,,
819456.3277,3106613.975,266.244376,,,
888697.6625,2469958.465,147.4326765,,,
1096612.978,2097831.933,190.854987,,,
754182.6521,2972995.739,247.858581,,,
861566.8902,2666528.318,145.5612594,,,
878324.3426,2388850.236,167.8312807,,,
954243.3456,2703720.368,72.22050411,,,
929478.1787,2482562.56,182.553697,,,
878831.0382,2568820.645,162.7140972,,,
957954.4622,2343473.607,181.5328424,,,
762438.4878,2822244.959,255.3239694,,,
844213.5918,2593396.387,263.4749887,,,
1082634.572,1701037.878,190.6727429,,,
971778.3916,2740062.26,90.40334848,,,
1050014.447,1777600.731,178.3078178,,,
917090.8151,3368255.648,73.35665748,,,
1015782.72,2079094.112,186.2540784,,,
831678.7252,2904654.426,157.9858035,,,
915064.3052,2501137.217,165.3839922,,,
1132596.488,2220671.086,217.556845,,,
997746.7698,2744604.306,162.5712671,,,
712229.2853,2896667.27,264.3845907,,,
957693.955,2527739.933,84.87623966,,,
869769.0903,3327719.969,65.19913118,,,
637857.452,3511525.595,236.1120893,,,
962297.6939,2809362.856,82.59825315,,,
978372.6505,2491412.213,85.83059867,,,
817965.3812,2820638.046,265.3514457,,,
1010982.385,2070149.704,192.780179,,,
953291.5545,2386551.807,101.5943202,,,
1036052.76,2694970.949,78.27603148,,,
956608.9511,2663225.78,96.42585109,,,
938179.11,2369086.045,164.3707708,,,
1068810.642,1702984.406,195.7913581,,,
887849.7413,2465835.068,162.4051542,,,
893070.0201,2033637.268,286.8628928,,,
911183.0442,2118221.719,277.7846214,,,
915607.3754,3008822.637,83.5526384,,,
955534.2323,2586340.43,76.94756818,,,
911663.117,2588117.961,84.27006981,,,
695548.2824,3451174.421,238.8434519,,,
959255.7397,2671997.267,89.56853097,,,
1013629.173,2419999.465,95.3516481,,,
821086.5722,2895013.161,156.6689227,,,
757633.2615,2877950.208,262.8733815,,,
908873.6797,3068551.603,70.67436624,,,
956206.1254,2547297.345,175.6593731,,,
1145876.846,2083612.761,131.2630813,,,
783473.1471,2833333.232,258.772905,,,
819209.4127,2856135.424,142.624674,,,
1002696.936,1936818.593,159.0046226,,,
1168311.153,1808785.082,211.2801338,,,
1240223.847,2051153.384,134.381112,,,
1051932.195,2022545.142,190.310212,,,
870833.6057,2369081.154,248.0414988,,,
992433.1042,2328613.576,299.7782316,,,
957560.7423,2536530.265,155.9131888,,,
983315.3038,1799212.698,169.1099614,,,
1037555.525,2301935.156,70.27212897,,,
915064.3052,2530975.542,167.031749,,,
1015166.249,1858387.767,170.3489359,,,
979727.2674,2149383.131,152.8165956,,,
1029346.869,2297736.507,309.7417547,,,
915744.8025,2319649.93,169.853328,,,
842295.8433,2350033.837,255.2893718,,,
1027124.728,2847971.134,101.2809352,,,
930987.6023,2986263.479,102.3604127,,,
950483.9517,2527594.97,298.4038138,,,
1060463.502,2597607.097,103.0192951,,,
945677.9988,2673829.187,83.2316497,,,
985095.6253,2599123.828,87.63707491,,,
1075624.307,2492352.484,120.9406223,,,
1062438.728,1689373.503,189.042942,,,
1027580.139,1729746.477,187.6071523,,,
939549.2438,3044778.508,78.00976026,,,
795639.8351,2856844.149,257.4315209,,,
715116.763,2839122.334,248.801942,,,
1133452.565,2270533.353,126.7137936,,,
868749.9488,2354618.358,285.4085618,,,
847990.9733,2217603.025,253.7279815,,,
829148.0213,2815005.454,261.648023,,,
806438.2714,2767810.398,262.7937176,,,
948473.7646,2538142.17,173.927786,,,
845492.2638,3082491.771,75.6790161,,,
1182395.59,2343789.344,127.4908557,,,
1027442.712,2360824.395,101.8277262,,,
768002.3671,2908105.621,256.9882544,,,
867183.2606,2268185.922,268.8671552,,,
980111.6095,2212009.958,278.4361654,,,
983261.6683,2286891.336,166.7820545,,,
894927.2585,3249382.506,69.16890307,,,
901783.4461,2982512.7,90.8402739,,,
911776.8193,2716893.366,276.7482923,,,
997211.5366,2588870.538,194.3001746,,,
1007667.36,2090429.503,167.9962438,,,
938439.6171,2980566.173,89.57918507,,,
1027580.139,2088583.209,100.8627131,,,
980797.0947,2720775.241,91.29634727,,,
823444.3432,2705459.187,280.2673194,,,
924748.5704,2415668.882,179.1619083,,,
831625.0897,3194017.618,155.3955576,,,
1049295.797,2064047.842,189.7302434,,,
1089532.028,2227406.393,202.6350705,,,
839506.406,2967277.43,244.7962878,,,
936676.3451,3276164.862,87.47802985,,,
1016509.377,2916528.518,97.31947241,,,
1191143.395,2133048.876,129.6380504,,,
847944.2171,2702019.466,275.0793465,,,
762384.8522,3227115.993,253.8479589,,,
1058314.5,2502037.844,102.9292059,,,
1135370.313,2305720.333,135.5512681,,,
1036461.415,2474550.603,100.5262983,,,
1016675.672,2057803.092,178.2172148,,,
1149056.816,2241633.122,213.4211258,,,
983332.3533,2392121.477,173.3351438,,,
957556.1978,2657277.294,150.2598301,,,
997891.7099,2288432.91,81.74794727,,,
931044.7493,2181842.508,157.4136175,,,
926148.2185,2628899.411,167.3249851,,,
976123.7961,2404948.147,104.1970227,,,
948265.6525,2523014.367,168.0873652,,,
969751.8816,2371359.044,94.88665325,,,
953407.6392,1980086.62,284.4723985,,,
994114.3284,2609675.132,90.17783058,,,
770647.8707,2798354.942,240.7143104,,,
949839.1024,2707329.257,75.60637778,,,
818102.8083,2455729.134,266.1525255,,,
814436.0309,2683534.459,268.7292246,,,
881272.6007,2411241.367,283.3407985,,,
946388.4929,2409607.291,150.1640392,,,
949976.5294,2029598.534,164.8096481,,,
859262.5576,3602796.82,66.9876646,,,
978510.0776,1947585.674,174.8932805,,,
948566.2031,2454291.401,292.6495562,,,
776208.7816,3216633.25,249.0699711,,,
960898.0458,2304568.774,181.9009179,,,
1027453.103,2359311.096,91.91619051,,,
831668.3344,2763036.421,166.6156159,,,
1081146.742,2040415.308,191.8211144,,,
938426.025,2702372.198,287.1385763,,,
1101872.518,2410456.992,121.8261576,,,
924748.5704,2443925.346,176.992888,,,
941583.2667,2887918.361,69.78874631,,,
953291.5545,2376691.684,102.5085167,,,
889506.9827,2978744.362,78.95288739,,,
1163283.583,2521100.638,144.3950271,,,
1061616.962,2769282.825,103.6397712,,,
948276.0433,2900316.001,73.99334373,,,
743002.8898,3335481.329,243.2751928,,,
973435.6329,2279276.956,175.146644,,,
813005.3482,2550653.047,244.1721593,,,
880434.644,3287394.573,75.46964274,,,
806300.8443,2821757.939,260.9344383,,,
1123579.838,2192693.726,99.10049175,,,
936015.173,2869474.642,84.07054878,,,
1042923.883,1975907.6,179.1027501,,,
875534.9053,2911844.243,155.2875125,,,
722331.7073,2869129.655,244.388286,,,
1141742.228,2339309.436,144.8616375,,,
992186.1891,2460493.608,90.13765639,,,
936813.7722,2574270.115,174.374541,,,
1077734.609,3002221.765,113.6756666,,,
889359.1648,2655390.269,171.1876296,,,
923999.2167,2798852.11,83.41844369,,,
1015028.822,2110650.753,168.7519956,,,
922845.7571,2132853.607,165.866218,,,
961090.5988,2791241.848,166.0636764,,,
812078.2599,2874670.294,148.9476051,,,
892601.332,3352432.783,68.72602453,,,
850722.9334,2331613.349,275.9677552,,,
778375.6871,2900000.682,238.9615591,,,
899869.9118,2916019.723,65.70382663,,,
889369.5556,3226661.834,74.69629296,,,
997085.5977,2294804.932,160.7492429,,,
1006093.91,2268494.996,171.8944047,,,
897705.9749,2433788.405,159.4920349,,,
847990.9733,2247441.35,255.3757384,,,
792481.1293,2947604.76,251.6018764,,,
1047775.983,1742992.712,193.0537304,,,
997240.0742,2607194.262,168.7403859,,,
789041.2408,2809469.661,250.5746009,,,
726860.5469,2863527.354,250.5296508,,,
769293.2539,2665357.716,261.5152796,,,
879077.9532,2844012.01,286.0031663,,,
943732.2684,2630967.357,157.5474656,,,
794377.6141,2371372.434,268.303431,,,
999322.3925,2082844.89,190.0591647,,,
857246.4385,3162796.547,69.13068811,,,
911050.1616,2266552.156,276.7694387,,,
1163283.583,2521100.638,144.3950271,,,
992323.6162,2178392.298,90.08683981,,,
1027174.931,2477667.942,193.6008628,,,
900676.5115,2378445.879,278.9895913,,,
1051932.195,1909899.215,189.5143515,,,
990392.8211,2534525.472,75.48077721,,,
1088721.249,2233066.699,97.66470198,,,
731350.4104,2849842.635,245.2812848,,,
1041650.984,2067402.576,306.1805336,,,
1075857.449,2890396.549,99.56911786,,,
781154.4034,2499756.241,238.202211,,,
880748.7867,2991100.822,82.63811213,,,
986621.2123,2622215.262,195.8954837,,,
988873.0068,1889206.549,164.3038739,,,
821096.963,2935427.223,150.1458306,,,
725644.5595,3248154.316,234.8212821,,,
924626.0786,2604413.382,171.6236335,,,
1124704.76,1948834.457,210.7180661,,,
936616.0509,3148810.217,70.78795968,,,
1090968.051,2781073.972,113.4881554,,,
975002.3212,2732435.288,105.7648781,,,
758983.3339,2997790.28,236.559642,,,
949083.5769,2041029.43,173.7607083,,,
765842.6445,2802963.611,247.5524145,,,
978287.7331,2521388.377,101.3106582,,,
1029606.649,2494079.105,93.86976063,,,
957964.853,2720775.241,87.43882097,,,
872264.2884,2390898.5,275.619481,,,
874900.6862,2389094.248,276.9330098,,,
746967.7078,2928135.728,251.6886734,,,
1002696.936,1979927.748,157.4191658,,,
927805.4599,2527632.573,163.1670791,,,
957560.7423,2506691.94,154.2654319,,,
1036598.842,2070878.05,105.5724891,,,
966040.7651,2379085.548,73.24294501,,,
857009.6764,2361167.558,254.0743105,,,
1168571.661,2317479.407,134.7784912,,,
968003.5449,2526559.018,94.17249134,,,
900124.1008,2283969.787,260.2729468,,,
994114.3284,2271205.701,173.9319827,,,
828476.1282,2485740.782,245.0426134,,,
850722.9334,2321753.226,276.8819517,,,
734801.0198,2960757.81,258.1639587,,,
923945.5812,2818502.646,167.6449315,,,
906044.5047,3122010.41,186.5857549,,,
828228.1158,3200810.647,58.75162348,,,
776208.7816,3259742.404,247.4845143,,,
878777.4027,2937447.79,161.1103423,,,
1023978.511,2210376.192,286.3384489,,,
1138960.064,1821157.96,203.7385088,,,
895716.8087,2002063.254,280.4339063,,,
830105.2753,2868771.786,161.7193261,,,
947458.3202,2535811.416,178.0785139,,,
975245.7892,2149554.436,289.30509,,,
1074200.208,2977359.487,100.5060682,,,
982697.804,2142275.27,272.7070851,,,
953967.6618,2734069.054,101.7201209,,,
889506.9827,2790289.04,77.7763519,,,
941720.6938,2567053.41,73.98304067,,,
1077144.122,2356228.855,206.7866697,,,
924626.0786,2942882.813,87.86948141,,,
969751.8816,1936031.184,183.4071798,,,
726042.8239,2876255.842,266.6155579,,,
957693.955,2746033.579,87.70053204,,,
971517.8844,2565491.854,80.49118488,,,
948566.2031,2338783.558,291.5353208,,,
917422.0762,2271884.795,288.2488285,,,
1094289.673,1661550.267,194.1340945,,,
989544.8998,2625542.616,94.55777742,,,
901156.5843,2795921.633,85.33730085,,,
992186.1891,2460493.608,90.13765639,,,
782224.2307,2777369.934,262.6674352,,,
994241.3647,1951854.049,188.0378127,,,
911776.8193,2726753.49,275.8340957,,,
950429.5895,2637872.737,161.3842235,,,
903315.9768,3045830.932,76.20175612,,,
1021617.228,2386092.231,194.5901731,,,
856203.5642,2604805.069,251.4281743,,,
1052065.078,2225153.103,99.83998733,,,
1074897.319,1789825.242,192.2180402,,,
943732.2684,3110986.232,71.25825956,,,
981812.539,2666593.066,91.48366015,,,
792189.2257,2867500.216,239.4518396,,,
1055582.54,2304572.864,82.7032226,,,
1011229.3,2262533.466,316.9211445,,,
784759.4894,2921089.786,260.8114912,,,
778986.4006,3439924.143,271.2318746,,,
970015.1195,3015940.701,90.1305863,,,
897236.6231,2230450.656,278.8765123,,,
852548.1871,2605771.388,144.363034,,,
1036598.842,2139480.015,102.9751351,,,
980536.5875,2517948.37,83.55320405,,,
760738.0016,3192965.349,248.2349177,,,
936660.0223,2574232.512,305.7537493,,,
936934.7483,2454191.931,266.2193986,,,
969491.3745,1906806.945,176.2570085,,,
1052792.066,2117981.328,205.400734,,,
830105.2753,3417392.626,72.83276595,,,
828471.9139,2381818.688,262.0557438,,,
1085270.97,2096444.9,106.5489622,,,
997074.1095,2841133.524,192.7032343,,,
938572.4997,2506390.082,172.2772002,,,
919505.733,2243238.437,252.4672224,,,
624033.5226,3473773.674,240.497144,,,
943869.6955,2858723.246,72.85519986,,,
1044449.47,2847714.766,113.4133171,,,
920199.6951,2553270.476,309.8894685,,,
936659.2957,2693116.206,82.33865091,,,
739468.819,3077369.861,250.1878777,,,
852548.1871,3042681.109,59.6592847,,,
1015166.249,1886897.305,175.3153492,,,
1085270.97,1669395.303,190.3385149,,,
891409.796,2694289.383,175.254528,,,
1016922.587,2503053.439,303.9376432,,,
948946.1499,2405938.342,172.9596284,,,
856203.5642,2623201.409,250.1733504,,,
1030499.602,2132989.868,172.9057055,,,
1065756.125,2334744.332,96.2158372,,,
1041006.134,1902604.032,173.3484925,,,
772698.832,2543048.161,265.0663807,,,
853468.0926,2476956.81,261.0385214,,,
897952.8899,2791787.372,281.9292075,,,
872095.0168,2755312.804,155.5150608,,,
1030499.602,2037460.225,174.3534235,,,
958847.4147,2753966.799,86.81383966,,,
1027044.448,2702884.545,68.38569352,,,
997085.5977,2294804.932,160.7492429,,,
958984.8418,2458594.658,89.99623676,,,
847742.9608,2992738.639,65.18026485,,,
1039518.305,2143541.172,175.4464612,,,
1213256.988,2344966.647,141.038925,,,
1101872.518,1948834.457,206.8605398,,,
1060387.767,2321913.356,76.69160868,,,
790253.3866,2655394.134,273.6382083,,,
1024806.314,2430583.559,99.07873729,,,
876201.9637,2278737.227,271.4079109,,,
963993.7383,2792103.869,284.4689724,,,
746461.0122,2790725.683,257.8577922,,,
935259.6476,2145761.76,180.5893804,,,
831625.0897,3532487.049,71.64140554,,,
1051942.586,1919827.9,182.5053966,,,
957337.9911,2699897.641,81.70755312,,,
814662.5896,2496292.087,243.7258427,,,
943736.8129,2518756.544,162.860197,,,
970273.5228,2319335.738,269.0719939,,,
905918.5658,3241332.675,67.60750784,,,
859399.9847,2860654.835,155.7880075,,,
1059033.15,2264078.472,99.03514696,,,
875926.5213,2333398.775,267.208787,,,
1182533.017,2091526.358,129.087796,,,
711820.6301,3240240.72,240.8540937,,,
936616.0509,2600189.377,159.6745198,,,
914334.4762,2620298.738,296.919628,,,
857009.6764,2278359.955,254.9262069,,,
1045527.7,2499699.485,191.8810228,,,
847929.2818,2775398.077,280.1064845,,,
908751.1879,2763226.401,153.3397755,,,
994090.3455,2448502.3,298.7629929,,,
1002696.936,2386999.144,71.06765966,,,
970030.0548,2389497.474,169.8548562,,,
871059.9771,3180501.706,68.27843837,,,
970030.0548,2545350.818,170.5407579,,,
938179.11,2919921.749,76.96447965,,,
980526.1967,2661644.116,88.59317753,,,
874873.7332,2413810.204,153.0725552,,,
933208.6862,2258584.29,153.7936927,,,
957693.6249,2783829.24,67.67428465,,,
710178.324,3122135.727,238.3847635,,,
938577.0442,2756559.651,89.007105,,,
1121655.145,2231205.931,210.4574021,,,
660689.6937,3481687.271,238.3218587,,,
958847.4147,2699415.66,85.49671574,,,
969751.8816,1994125.972,182.8859163,,,
930987.6023,3004659.819,101.1055889,,,
899865.6975,2500555.875,167.6207452,,,
865211.8765,2640000.627,259.7330554,,,
797009.9689,2961722.707,255.9148481,,,
862240.6073,2646239.72,274.5635521,,,
909142.8039,2087669.429,262.8919908,,,
826984.0843,2782954.687,267.4992683,,,
774862.769,2629650.067,260.5322594,,,
769920.1157,3007703.864,266.2286563,,,
913417.4546,3063842.078,71.27732384,,,
854715.7346,2876227.587,254.0120058,,,
1085281.36,1687860.204,182.9889327,,,
678327.3792,3129980.762,230.7316577,,,
1027580.139,2191369.012,102.5727701,,,
851451.9734,2356843.226,258.3468765,,,
810921.6913,2691945.332,280.7496258,,,
892148.2719,2803835.229,75.44696289,,,
908459.4226,2541423.336,279.8100411,,,
720674.4659,2883145.114,245.2629363,,,
855945.161,3271571.708,70.8390098,,,
901250.7666,2968965.544,76.37318517,,,
939411.8167,2889970.097,162.7643261,,,
1111155.556,2365310.417,91.33024833,,,
814647.6544,2682963.677,248.3869471,,,
958212.8654,2078652.855,273.7921109,,,
1060950.898,2309125.576,106.9584249,,,
1133452.565,1853601.832,213.9794963,,,
851304.1556,2351980.364,264.2655132,,,
1126362.001,1916422.657,211.0982397,,,
895064.6856,2900261.091,75.5322178,,,
802632.0283,2346391.714,265.8509936,,,
774725.342,2872052.929,259.8495156,,,
997891.7099,2298293.034,80.83375074,,,
949976.5294,2165084.578,168.4858369,,,
924874.091,2304304.077,272.384384,,,
1079568.566,2955617.525,121.2751262,,,
898515.295,2855322.922,87.72898994,,,
1149056.816,2575757.04,127.0073196,,,
812078.2599,3364549.293,61.74420253,,,
876201.9637,2333288.365,272.7250348,,,
936521.8686,2508469.471,165.4454599,,,
913981.5305,2606970.355,172.4831465,,,
862240.6073,2494830.152,278.0128026,,,
951715.9318,2659636.167,159.203105,,,
1002696.936,1925376.609,156.1020419,,,
1009631.982,2451689.618,108.3781242,,,
793570.0804,2910585.913,251.0353947,,,
980019.171,2286000.603,160.6285917,,,
857916.545,2972704.482,80.03540967,,,
764915.5561,3156819.182,153.9756172,,,
806576.2868,2961066.322,262.736247,,,
854457.3313,3532487.049,75.49893185,,,
962227.009,2248826.653,162.003737,,,
1017083.997,2357412.146,95.63229718,,,
803986.6451,2547990.906,242.4526703,,,
944388.936,1987931.656,280.676819,,,
994504.6026,2886417.399,91.99922695,,,
1005011.135,2344489.809,177.3458021,,,
950760.8506,2021520.759,289.9871885,,,
901620.0351,3344587.748,72.52160405,,,
914700.5068,2225897.944,258.4788363,,,
1135479.075,2105215.345,204.5651788,,,
783733.6543,2976785.259,270.535714,,,
840687.0375,3180659.122,82.80486543,,,
817854.7958,2755191.385,166.5536691,,,
868403.7525,3013186.715,160.7585471,,,
767410.7542,2728273.052,275.9377405,,,
800749.5286,2477909.015,277.6761005,,,
1134972.379,2101709.483,210.5937092,,,
970015.1195,2576169.064,174.5159606,,,
1033962.444,1705309.352,191.3440267,,,
1168177.941,2121861.008,194.2555199,,,
1133452.565,1766350.453,210.6962405,,,
958984.8418,2155589.121,174.5593976,,,
936660.0223,2491424.909,306.6056458,,,
878324.3426,2766083.308,79.83201766,,,
1063838.376,2279837.104,89.20675579,,,
809768.2317,2387256.377,282.3235764,,,
842693.7775,2282201.381,265.8842792,,,
875655.8814,2874573.662,246.2804736,,,
939918.5123,2990587.462,159.104855,,,
879256.4816,2104254.322,283.2893954,,,
831050.8346,2992173.01,272.9152814,,,
851060.3575,2775342.91,150.2154798,,,
805506.4594,2810951.247,239.6504468,,,
803929.4982,2988449.634,272.1655149,,,
1060542.243,2328435.232,168.9275376,,,
1001204.892,2564359.692,89.75042505,,,
1182395.59,2325393.004,128.7456795,,,
994597.0411,2622067.143,295.1658219,,,
857236.0477,3192566.31,76.87320343,,,
1050014.447,2269061.591,94.92119247,,,
867171.7724,2935696.656,301.2763798,,,
757699.72,3534459.976,63.06,,,
1087699.85,1591336.63,214.24,,,
926086.4,1809785.78,173.82,,,
868558.21,2018307.244,287.25,,,
693255.69,3036895.46,229.14,,,
1091880.24,2066126.248,96.93,,,
599117.26,3480410.864,226.56,,,
1091880.24,2066126.248,96.93,,,
1007929.75,2079192.95,88.88,,,
1051300.29,1634190.79,194.13,,,
654350.94,3080920.483,248.79,,,
781807.8,3196533.415,64.55,,,
1017167.32,1928959.38,150.81,,,
804970.62,2717219.306,279.44,,,
965034.63,1728037.91,186.35,,,
811928.71,3350870.994,69.11,,,
815762.31,2620946.06,141.43,,,
631301.13,3194057.443,220.75,,,
854406.22,2468977.101,284.89,,,
986161.22,2383776.32,87.11,,,
1030860.77,2172682.93,180.13,,,
885156.74,2893733.239,287.19,,,
972248.19,2564957.658,86.24,,,
747968.47,2947455.12,147.46,,,
756235.6,2897249.309,240.91,,,
951638.79,2109199.36,292.49,,,
752570.52,2764188.091,257.35,,,
948854.83,2459610.649,83.65,,,
759775.79,2233840.092,242.33,,,
976431.46,2268227.239,86.62,,,
851112.92,2316210.135,278.82,,,
1304053.01,1904839.38,165.6,,,
1113399.86,2409387.719,99.21,,,
943804.2,2633044.527,83.99,,,
947712.94,2680273.6,157.98,,,
1026392.95,1952785.15,180.44,,,
1036312.72,2054626.615,92.01,,,
1045909.98,2895524.214,93.13,,,
940937.4,2898105.77,155.46,,,
1014033.61,2602712.192,89.8,,,
637798.81,2845830.95,159.83,,,
987176.54,2063836.55,176.98,,,
1050661.31,2776373.055,95.34,,,
1043821.27,2292779.03,191.41,,,
977774.57,2612481.786,336,,,
732714.22,2925591.719,233.4,,,
946988.76,2316788.874,84.07,,,
1007443.09,2134858.68,216.92,,,
878298.1,2382146.634,287.42,,,
800395.39,2566936.989,240.58,,,
770016.24,2610805.767,261.76,,,
1027604.02,2301206.35,163.27,,,
658574.29,2566632.22,171.66,,,
1099101.81,2006370.22,185.09,,,
783917.3,2736930.123,250.74,,,
1097150.42,2012027.955,324.01,,,
669016.65,3086218.625,251.71,,,
853751.34,3292302.622,73.41,,,
704831.1,3125304.8,180.41,,,
833036.11,3067071.119,69.51,,,
1053549.94,2404443.913,323.1,,,
853961.1,2294676.699,282.25,,,
990990.77,2494698.601,88.53,,,
927879.96,2621293.14,81.55,,,
1043056.94,2211421.04,191.58,,,
925637.02,2747005.733,79.72,,,
849370.05,2467704.731,271.19,,,
821881.08,2545603.133,257.82,,,
940894.46,2788730.343,82.43,,,
858873.4,3183710.169,304.49,,,
997341.24,2511793.19,193.17,,,
724898.74,2841339.406,250.59,,,
1014396.21,2354771.53,186.65,,,
910154.66,3274414.244,80.22,,,
922401.6,3023226.41,278.85,,,
801123.63,2696512.11,269.58,,,
1199110.81,2153733.99,159.99,,,
852751.41,2741713.72,280.52,,,
1100423.87,2290979.827,338.4,,,
952447.38,2046258.87,293.04,,,
820634.67,2430422.24,269.43,,,
788715.17,2371004.811,239.96,,,
1033299.98,2255993.6,153.42,,,
1057040.16,2908589.666,93.7,,,
951011.39,2900933.772,84.02,,,
1022867.11,2250159.449,300.54,,,
953928.19,3339161.062,84.67,,,
1036649.68,2367431.7,92.16,,,
735169.5,2445214.76,164.29,,,
715227.44,2786876.93,145.76,,,
930553.627,2203265.527,264.7582835,,,
1090086.25,2269476.758,215.0646878,,,
864365.9307,2575748.403,246.3271315,,,
961050.3031,2326923.483,160.4045535,,,
916678.3081,3194690.594,69.75312736,,,
846634.5703,2376332.207,264.2248327,,,
1023898.554,2539126.162,211.1705207,,,
912348.6383,2590505.239,69.4493505,,,
921515.533,2221398.605,171.0477275,,,
1005434.59,1902939.743,160.6835507,,,
1040177.987,1689433.269,182.8587737,,,
842873.3157,2604264.58,150.4221838,,,
1022691.956,2096286.819,178.6251228,,,
947962.9238,2971829.487,70.98542607,,,
842248.2097,2729051.284,246.476634,,,
824516.8493,2848162.127,263.8681884,,,
1008407.905,2411916.919,89.50596043,,,
917916.0615,3120993.671,67.34487818,,,
918381.9374,3070272.539,72.20484983,,,
767992.3529,2834721.905,245.6360089,,,
768282.9367,3189292.233,261.3752038,,,
855995.7505,2825984.318,254.7775496,,,
917443.1176,2356622.697,268.4343734,,,
855522.1223,2865290.268,155.2142481,,,
921515.533,2278679.833,171.7259595,,,
863577.9912,3174667.652,79.19861789,,,
1017415.116,2023563.457,187.3221604,,,
1071267.72,2000875.572,172.1987798,,,
1038120.089,2899539.5,103.7008177,,,
1040177.987,2088915.428,95.59892482,,,
863577.9912,3218554.881,62.62788361,,,
978536.3346,1923038.69,161.9588837,,,
895348.0736,2369107.051,182.2387501,,,
855995.7505,2912969.566,254.1612457,,,
754439.0977,3137226.984,235.6496681,,,
947497.0479,2887094.635,79.62970774,,,
1057423.881,1929102.651,174.8876994,,,
1029232.537,2060766.927,302.6448235,,,
1102540.771,2658575.817,129.9992306,,,
930079.9988,2265503.861,166.4837695,,,
877776.3963,2790193.574,81.98551372,,,
921515.533,2245271.944,155.5154732,,,
904514.9683,2371912.639,172.2938241,,,
912593.9673,2902925.433,77.29062508,,,
986130.5007,2639245.702,106.1354466,,,
1061485.092,1995867.196,192.1050433,,,
1200013.083,2101230.849,146.1715031,,,
990762.4876,2608561.399,190.1334961,,,
1110501.068,2133282.18,99.20942646,,,
829388.6767,2282538.197,272.3592493,,,
966838.2733,2762880.271,85.24596763,,,
895507.7567,2913568.13,65.41981076,,,
881309.3516,2757261.879,162.9953896,,,
1011986.644,2096964.79,320.1419422,,,
1008407.905,2434849.302,90.79474806,,,
895576.3729,2014553.806,277.6089336,,,
930251.1543,2749839.918,94.99071621,,,
