operationnoshade,capitalnoshade,euinoshade,operationshade,capitalshade,euishade
1149056.816,2241633.122,213.4211258,1016002.682,2815911.153,100.9789435
957556.1978,2657277.294,150.2598301,861980.1001,2518575.191,268.362978
926148.2185,2628899.411,167.3249851,1058304.11,2001583.106,198.3034575
994114.3284,2609675.132,90.17783058,754182.6521,2972995.739,247.858581
770647.8707,2798354.942,240.7143104,878324.3426,2388850.236,167.8312807
949839.1024,2707329.257,75.60637778,954243.3456,2703720.368,72.22050411
814436.0309,2683534.459,268.7292246,957954.4622,2343473.607,181.5328424
946388.4929,2409607.291,150.1640392,1050014.447,1777600.731,178.3078178
949976.5294,2029598.534,164.8096481,1015782.72,2079094.112,186.2540784
859262.5576,3602796.82,66.9876646,915064.3052,2501137.217,165.3839922
948566.2031,2454291.401,292.6495562,712229.2853,2896667.27,264.3845907
776208.7816,3216633.25,249.0699711,957693.955,2527739.933,84.87623966
1027453.103,2359311.096,91.91619051,978372.6505,2491412.213,85.83059867
1081146.742,2040415.308,191.8211144,817965.3812,2820638.046,265.3514457
938426.025,2702372.198,287.1385763,1010982.385,2070149.704,192.780179
1101872.518,2410456.992,121.8261576,953291.5545,2386551.807,101.5943202
889506.9827,2978744.362,78.95288739,1036052.76,2694970.949,78.27603148
1061616.962,2769282.825,103.6397712,1068810.642,1702984.406,195.7913581
948276.0433,2900316.001,73.99334373,893070.0201,2033637.268,286.8628928
743002.8898,3335481.329,243.2751928,911183.0442,2118221.719,277.7846214
973435.6329,2279276.956,175.146644,955534.2323,2586340.43,76.94756818
813005.3482,2550653.047,244.1721593,911663.117,2588117.961,84.27006981
1123579.838,2192693.726,99.10049175,1013629.173,2419999.465,95.3516481
1042923.883,1975907.6,179.1027501,821086.5722,2895013.161,156.6689227
923999.2167,2798852.11,83.41844369,757633.2615,2877950.208,262.8733815
1015028.822,2110650.753,168.7519956,908873.6797,3068551.603,70.67436624
922845.7571,2132853.607,165.866218,956206.1254,2547297.345,175.6593731
812078.2599,2874670.294,148.9476051,1145876.846,2083612.761,131.2630813
892601.332,3352432.783,68.72602453,783473.1471,2833333.232,258.772905
850722.9334,2331613.349,275.9677552,1168311.153,1808785.082,211.2801338
778375.6871,2900000.682,238.9615591,1051932.195,2022545.142,190.310212
899869.9118,2916019.723,65.70382663,992433.1042,2328613.576,299.7782316
889369.5556,3226661.834,74.69629296,915064.3052,2530975.542,167.031749
997085.5977,2294804.932,160.7492429,1029346.869,2297736.507,309.7417547
1047775.983,1742992.712,193.0537304,930987.6023,2986263.479,102.3604127
879077.9532,2844012.01,286.0031663,1075624.307,2492352.484,120.9406223
857246.4385,3162796.547,69.13068811,1062438.728,1689373.503,189.042942
1088721.249,2233066.699,97.66470198,1027580.139,1729746.477,187.6071523
1041650.984,2067402.576,306.1805336,939549.2438,3044778.508,78.00976026
1075857.449,2890396.549,99.56911786,1133452.565,2270533.353,126.7137936
781154.4034,2499756.241,238.202211,868749.9488,2354618.358,285.4085618
880748.7867,2991100.822,82.63811213,847990.9733,2217603.025,253.7279815
986621.2123,2622215.262,195.8954837,806438.2714,2767810.398,262.7937176
821096.963,2935427.223,150.1458306,948473.7646,2538142.17,173.927786
725644.5595,3248154.316,234.8212821,1027442.712,2360824.395,101.8277262
924626.0786,2604413.382,171.6236335,768002.3671,2908105.621,256.9882544
1124704.76,1948834.457,210.7180661,983261.6683,2286891.336,166.7820545
936616.0509,3148810.217,70.78795968,894927.2585,3249382.506,69.16890307
1090968.051,2781073.972,113.4881554,901783.4461,2982512.7,90.8402739
758983.3339,2997790.28,236.559642,997211.5366,2588870.538,194.3001746
949083.5769,2041029.43,173.7607083,1027580.139,2088583.209,100.8627131
978287.7331,2521388.377,101.3106582,823444.3432,2705459.187,280.2673194
1029606.649,2494079.105,93.86976063,924748.5704,2415668.882,179.1619083
957964.853,2720775.241,87.43882097,831625.0897,3194017.618,155.3955576
872264.2884,2390898.5,275.619481,1089532.028,2227406.393,202.6350705
746967.7078,2928135.728,251.6886734,936676.3451,3276164.862,87.47802985
1002696.936,1979927.748,157.4191658,1191143.395,2133048.876,129.6380504
927805.4599,2527632.573,163.1670791,762384.8522,3227115.993,253.8479589
957560.7423,2506691.94,154.2654319,1135370.313,2305720.333,135.5512681
900124.1008,2283969.787,260.2729468,1036461.415,2474550.603,100.5262983
994114.3284,2271205.701,173.9319827,1016675.672,2057803.092,178.2172148
828476.1282,2485740.782,245.0426134,983332.3533,2392121.477,173.3351438
850722.9334,2321753.226,276.8819517,997891.7099,2288432.91,81.74794727
828228.1158,3200810.647,58.75162348,931044.7493,2181842.508,157.4136175
776208.7816,3259742.404,247.4845143,976123.7961,2404948.147,104.1970227
947458.3202,2535811.416,178.0785139,948265.6525,2523014.367,168.0873652
1074200.208,2977359.487,100.5060682,969751.8816,2371359.044,94.88665325
982697.804,2142275.27,272.7070851,953407.6392,1980086.62,284.4723985
953967.6618,2734069.054,101.7201209,818102.8083,2455729.134,266.1525255
889506.9827,2790289.04,77.7763519,881272.6007,2411241.367,283.3407985
924626.0786,2942882.813,87.86948141,978510.0776,1947585.674,174.8932805
971517.8844,2565491.854,80.49118488,960898.0458,2304568.774,181.9009179
948566.2031,2338783.558,291.5353208,831668.3344,2763036.421,166.6156159
782224.2307,2777369.934,262.6674352,924748.5704,2443925.346,176.992888
911776.8193,2726753.49,275.8340957,941583.2667,2887918.361,69.78874631
950429.5895,2637872.737,161.3842235,953291.5545,2376691.684,102.5085167
903315.9768,3045830.932,76.20175612,1163283.583,2521100.638,144.3950271
1021617.228,2386092.231,194.5901731,880434.644,3287394.573,75.46964274
856203.5642,2604805.069,251.4281743,806300.8443,2821757.939,260.9344383
792189.2257,2867500.216,239.4518396,936015.173,2869474.642,84.07054878
778986.4006,3439924.143,271.2318746,875534.9053,2911844.243,155.2875125
852548.1871,2605771.388,144.363034,722331.7073,2869129.655,244.388286
980536.5875,2517948.37,83.55320405,1141742.228,2339309.436,144.8616375
760738.0016,3192965.349,248.2349177,992186.1891,2460493.608,90.13765639
936934.7483,2454191.931,266.2193986,936813.7722,2574270.115,174.374541
938572.4997,2506390.082,172.2772002,1077734.609,3002221.765,113.6756666
919505.733,2243238.437,252.4672224,889359.1648,2655390.269,171.1876296
1044449.47,2847714.766,113.4133171,961090.5988,2791241.848,166.0636764
936659.2957,2693116.206,82.33865091,1006093.91,2268494.996,171.8944047
739468.819,3077369.861,250.1878777,897705.9749,2433788.405,159.4920349
852548.1871,3042681.109,59.6592847,847990.9733,2247441.35,255.3757384
1015166.249,1886897.305,175.3153492,792481.1293,2947604.76,251.6018764
948946.1499,2405938.342,172.9596284,997240.0742,2607194.262,168.7403859
856203.5642,2623201.409,250.1733504,789041.2408,2809469.661,250.5746009
1030499.602,2132989.868,172.9057055,726860.5469,2863527.354,250.5296508
1065756.125,2334744.332,96.2158372,769293.2539,2665357.716,261.5152796
1041006.134,1902604.032,173.3484925,943732.2684,2630967.357,157.5474656
853468.0926,2476956.81,261.0385214,794377.6141,2371372.434,268.303431
1030499.602,2037460.225,174.3534235,999322.3925,2082844.89,190.0591647
1027044.448,2702884.545,68.38569352,911050.1616,2266552.156,276.7694387
997085.5977,2294804.932,160.7492429,1163283.583,2521100.638,144.3950271
1039518.305,2143541.172,175.4464612,992323.6162,2178392.298,90.08683981
1213256.988,2344966.647,141.038925,1027174.931,2477667.942,193.6008628
1101872.518,1948834.457,206.8605398,900676.5115,2378445.879,278.9895913
1060387.767,2321913.356,76.69160868,1051932.195,1909899.215,189.5143515
790253.3866,2655394.134,273.6382083,990392.8211,2534525.472,75.48077721
1024806.314,2430583.559,99.07873729,731350.4104,2849842.635,245.2812848
876201.9637,2278737.227,271.4079109,988873.0068,1889206.549,164.3038739
963993.7383,2792103.869,284.4689724,975002.3212,2732435.288,105.7648781
1051942.586,1919827.9,182.5053966,765842.6445,2802963.611,247.5524145
957337.9911,2699897.641,81.70755312,874900.6862,2389094.248,276.9330098
814662.5896,2496292.087,243.7258427,1036598.842,2070878.05,105.5724891
970273.5228,2319335.738,269.0719939,966040.7651,2379085.548,73.24294501
905918.5658,3241332.675,67.60750784,857009.6764,2361167.558,254.0743105
859399.9847,2860654.835,155.7880075,1168571.661,2317479.407,134.7784912
1182533.017,2091526.358,129.087796,968003.5449,2526559.018,94.17249134
936616.0509,2600189.377,159.6745198,734801.0198,2960757.81,258.1639587
914334.4762,2620298.738,296.919628,923945.5812,2818502.646,167.6449315
1045527.7,2499699.485,191.8810228,906044.5047,3122010.41,186.5857549
908751.1879,2763226.401,153.3397755,878777.4027,2937447.79,161.1103423
1002696.936,2386999.144,71.06765966,1023978.511,2210376.192,286.3384489
970030.0548,2389497.474,169.8548562,1138960.064,1821157.96,203.7385088
871059.9771,3180501.706,68.27843837,895716.8087,2002063.254,280.4339063
970030.0548,2545350.818,170.5407579,830105.2753,2868771.786,161.7193261
938179.11,2919921.749,76.96447965,975245.7892,2149554.436,289.30509
933208.6862,2258584.29,153.7936927,941720.6938,2567053.41,73.98304067
957693.6249,2783829.24,67.67428465,1077144.122,2356228.855,206.7866697
710178.324,3122135.727,238.3847635,969751.8816,1936031.184,183.4071798
938577.0442,2756559.651,89.007105,726042.8239,2876255.842,266.6155579
660689.6937,3481687.271,238.3218587,957693.955,2746033.579,87.70053204
909142.8039,2087669.429,262.8919908,917422.0762,2271884.795,288.2488285
774862.769,2629650.067,260.5322594,1094289.673,1661550.267,194.1340945
913417.4546,3063842.078,71.27732384,989544.8998,2625542.616,94.55777742
854715.7346,2876227.587,254.0120058,901156.5843,2795921.633,85.33730085
1085281.36,1687860.204,182.9889327,992186.1891,2460493.608,90.13765639
678327.3792,3129980.762,230.7316577,994241.3647,1951854.049,188.0378127
851451.9734,2356843.226,258.3468765,1052065.078,2225153.103,99.83998733
892148.2719,2803835.229,75.44696289,1074897.319,1789825.242,192.2180402
1111155.556,2365310.417,91.33024833,943732.2684,3110986.232,71.25825956
958212.8654,2078652.855,273.7921109,981812.539,2666593.066,91.48366015
1126362.001,1916422.657,211.0982397,1055582.54,2304572.864,82.7032226
774725.342,2872052.929,259.8495156,1011229.3,2262533.466,316.9211445
949976.5294,2165084.578,168.4858369,784759.4894,2921089.786,260.8114912
924874.091,2304304.077,272.384384,970015.1195,3015940.701,90.1305863
1079568.566,2955617.525,121.2751262,897236.6231,2230450.656,278.8765123
1149056.816,2575757.04,127.0073196,1036598.842,2139480.015,102.9751351
812078.2599,3364549.293,61.74420253,936660.0223,2574232.512,305.7537493
876201.9637,2333288.365,272.7250348,969491.3745,1906806.945,176.2570085
936521.8686,2508469.471,165.4454599,1052792.066,2117981.328,205.400734
951715.9318,2659636.167,159.203105,830105.2753,3417392.626,72.83276595
1002696.936,1925376.609,156.1020419,828471.9139,2381818.688,262.0557438
857916.545,2972704.482,80.03540967,1085270.97,2096444.9,106.5489622
806576.2868,2961066.322,262.736247,997074.1095,2841133.524,192.7032343
962227.009,2248826.653,162.003737,624033.5226,3473773.674,240.497144
1017083.997,2357412.146,95.63229718,943869.6955,2858723.246,72.85519986
803986.6451,2547990.906,242.4526703,920199.6951,2553270.476,309.8894685
901620.0351,3344587.748,72.52160405,1085270.97,1669395.303,190.3385149
1135479.075,2105215.345,204.5651788,891409.796,2694289.383,175.254528
1033962.444,1705309.352,191.3440267,1016922.587,2503053.439,303.9376432
1168177.941,2121861.008,194.2555199,772698.832,2543048.161,265.0663807
1063838.376,2279837.104,89.20675579,897952.8899,2791787.372,281.9292075
842693.7775,2282201.381,265.8842792,872095.0168,2755312.804,155.5150608
875655.8814,2874573.662,246.2804736,958847.4147,2753966.799,86.81383966
939918.5123,2990587.462,159.104855,958984.8418,2458594.658,89.99623676
851060.3575,2775342.91,150.2154798,847742.9608,2992738.639,65.18026485
805506.4594,2810951.247,239.6504468,746461.0122,2790725.683,257.8577922
803929.4982,2988449.634,272.1655149,935259.6476,2145761.76,180.5893804
1182395.59,2325393.004,128.7456795,831625.0897,3532487.049,71.64140554
994597.0411,2622067.143,295.1658219,943736.8129,2518756.544,162.860197
757699.72,3534459.976,63.06,1059033.15,2264078.472,99.03514696
693255.69,3036895.46,229.14,875926.5213,2333398.775,267.208787
1091880.24,2066126.248,96.93,711820.6301,3240240.72,240.8540937
1091880.24,2066126.248,96.93,857009.6764,2278359.955,254.9262069
781807.8,3196533.415,64.55,847929.2818,2775398.077,280.1064845
1017167.32,1928959.38,150.81,994090.3455,2448502.3,298.7629929
811928.71,3350870.994,69.11,980526.1967,2661644.116,88.59317753
815762.31,2620946.06,141.43,874873.7332,2413810.204,153.0725552
631301.13,3194057.443,220.75,1121655.145,2231205.931,210.4574021
1030860.77,2172682.93,180.13,958847.4147,2699415.66,85.49671574
747968.47,2947455.12,147.46,969751.8816,1994125.972,182.8859163
851112.92,2316210.135,278.82,930987.6023,3004659.819,101.1055889
1304053.01,1904839.38,165.6,899865.6975,2500555.875,167.6207452
1113399.86,2409387.719,99.21,865211.8765,2640000.627,259.7330554
947712.94,2680273.6,157.98,797009.9689,2961722.707,255.9148481
1026392.95,1952785.15,180.44,862240.6073,2646239.72,274.5635521
940937.4,2898105.77,155.46,826984.0843,2782954.687,267.4992683
1014033.61,2602712.192,89.8,769920.1157,3007703.864,266.2286563
637798.81,2845830.95,159.83,1027580.139,2191369.012,102.5727701
987176.54,2063836.55,176.98,810921.6913,2691945.332,280.7496258
1050661.31,2776373.055,95.34,908459.4226,2541423.336,279.8100411
732714.22,2925591.719,233.4,720674.4659,2883145.114,245.2629363
878298.1,2382146.634,287.42,855945.161,3271571.708,70.8390098
800395.39,2566936.989,240.58,901250.7666,2968965.544,76.37318517
1097150.42,2012027.955,324.01,939411.8167,2889970.097,162.7643261
669016.65,3086218.625,251.71,814647.6544,2682963.677,248.3869471
704831.1,3125304.8,180.41,1060950.898,2309125.576,106.9584249
833036.11,3067071.119,69.51,1133452.565,1853601.832,213.9794963
1053549.94,2404443.913,323.1,851304.1556,2351980.364,264.2655132
925637.02,2747005.733,79.72,895064.6856,2900261.091,75.5322178
821881.08,2545603.133,257.82,802632.0283,2346391.714,265.8509936
940894.46,2788730.343,82.43,997891.7099,2298293.034,80.83375074
724898.74,2841339.406,250.59,898515.295,2855322.922,87.72898994
1014396.21,2354771.53,186.65,913981.5305,2606970.355,172.4831465
910154.66,3274414.244,80.22,862240.6073,2494830.152,278.0128026
922401.6,3023226.41,278.85,1009631.982,2451689.618,108.3781242
801123.63,2696512.11,269.58,793570.0804,2910585.913,251.0353947
1199110.81,2153733.99,159.99,980019.171,2286000.603,160.6285917
820634.67,2430422.24,269.43,764915.5561,3156819.182,153.9756172
788715.17,2371004.811,239.96,854457.3313,3532487.049,75.49893185
1033299.98,2255993.6,153.42,944388.936,1987931.656,280.676819
1057040.16,2908589.666,93.7,994504.6026,2886417.399,91.99922695
930553.627,2203265.527,264.7582835,1005011.135,2344489.809,177.3458021
864365.9307,2575748.403,246.3271315,950760.8506,2021520.759,289.9871885
916678.3081,3194690.594,69.75312736,914700.5068,2225897.944,258.4788363
1005434.59,1902939.743,160.6835507,783733.6543,2976785.259,270.535714
1040177.987,1689433.269,182.8587737,840687.0375,3180659.122,82.80486543
1022691.956,2096286.819,178.6251228,817854.7958,2755191.385,166.5536691
947962.9238,2971829.487,70.98542607,868403.7525,3013186.715,160.7585471
842248.2097,2729051.284,246.476634,767410.7542,2728273.052,275.9377405
917916.0615,3120993.671,67.34487818,800749.5286,2477909.015,277.6761005
918381.9374,3070272.539,72.20484983,1134972.379,2101709.483,210.5937092
855995.7505,2825984.318,254.7775496,970015.1195,2576169.064,174.5159606
917443.1176,2356622.697,268.4343734,1133452.565,1766350.453,210.6962405
855522.1223,2865290.268,155.2142481,958984.8418,2155589.121,174.5593976
1038120.089,2899539.5,103.7008177,936660.0223,2491424.909,306.6056458
1040177.987,2088915.428,95.59892482,878324.3426,2766083.308,79.83201766
895348.0736,2369107.051,182.2387501,809768.2317,2387256.377,282.3235764
855995.7505,2912969.566,254.1612457,879256.4816,2104254.322,283.2893954
754439.0977,3137226.984,235.6496681,831050.8346,2992173.01,272.9152814
947497.0479,2887094.635,79.62970774,1060542.243,2328435.232,168.9275376
1057423.881,1929102.651,174.8876994,1001204.892,2564359.692,89.75042505
930079.9988,2265503.861,166.4837695,857236.0477,3192566.31,76.87320343
904514.9683,2371912.639,172.2938241,1050014.447,2269061.591,94.92119247
912593.9673,2902925.433,77.29062508,867171.7724,2935696.656,301.2763798
990762.4876,2608561.399,190.1334961,1087699.85,1591336.63,214.24
1110501.068,2133282.18,99.20942646,926086.4,1809785.78,173.82
895507.7567,2913568.13,65.41981076,868558.21,2018307.244,287.25
881309.3516,2757261.879,162.9953896,599117.26,3480410.864,226.56
930251.1543,2749839.918,94.99071621,1007929.75,2079192.95,88.88
702449.8065,3099179.512,237.550867,1051300.29,1634190.79,194.13
912593.9673,2427919.552,162.5137541,654350.94,3080920.483,248.79
895507.7567,2482187.516,169.8234872,804970.62,2717219.306,279.44
1070049.557,2370581.057,95.94195898,965034.63,1728037.91,186.35
746360.0987,2993887.223,272.6987833,854406.22,2468977.101,284.89
737193.2041,2945141.429,266.8657165,986161.22,2383776.32,87.11
890476.2462,3104100.147,72.44411332,885156.74,2893733.239,287.19
939246.8934,2249884.266,156.4291357,972248.19,2564957.658,86.24
1035306.16,2099319.865,170.3639733,756235.6,2897249.309,240.91
1139102.227,2428174.197,125.5740604,951638.79,2109199.36,292.49
754439.0977,3157240.874,234.6111881,752570.52,2764188.091,257.35
777644.7144,2664438.512,275.969633,948854.83,2459610.649,83.65
1077946.041,2454688.943,134.7544093,759775.79,2233840.092,242.33
947497.0479,2910967.974,64.09745345,976431.46,2268227.239,86.62
949200.6771,2260043.227,170.3383795,943804.2,2633044.527,83.99
912593.9673,2526375.657,165.8392616,1036312.72,2054626.615,92.01
965671.1541,2724320.786,101.3219086,1045909.98,2895524.214,93.13
900972.6406,2356539.417,250.1226673,1043821.27,2292779.03,191.41
1018060.266,1982829.688,192.4986893,977774.57,2612481.786,336
980473.7287,2581704.868,210.8868815,946988.76,2316788.874,84.07
939246.8934,2040569.573,169.2521865,1007443.09,2134858.68,216.92
838112.8255,2569388.182,243.4782193,770016.24,2610805.767,261.76
845062.1391,3096506.025,276.9313352,1027604.02,2301206.35,163.27
855522.1223,3295729.927,67.6316135,658574.29,2566632.22,171.66
996267.695,1881241.737,174.0280608,1099101.81,2006370.22,185.09
1035306.16,2609142.695,70.3242843,783917.3,2736930.123,250.74
959951.5689,2870931.118,62.57979287,853751.34,3292302.622,73.41
776879.905,3224282.904,150.1209586,853961.1,2294676.699,282.25
1095191.934,2643856.005,101.2110932,990990.77,2494698.601,88.53
803209.7448,2487486.933,255.9901884,927879.96,2621293.14,81.55
1156588.258,2103721.423,138.2361254,1043056.94,2211421.04,191.58
917443.1176,2349866.147,274.4894162,849370.05,2467704.731,271.19
852234.4959,3322632.755,67.14960488,858873.4,3183710.169,304.49
690461.1614,3200077.882,245.9565002,997341.24,2511793.19,193.17
851437.7814,2931574.262,60.89298388,852751.41,2741713.72,280.52
898795.3831,2482584.55,146.0071642,1100423.87,2290979.827,338.4
820153.1657,3183727.854,57.9823822,952447.38,2046258.87,293.04
771925.1292,2621697.778,254.0186763,951011.39,2900933.772,84.02
980947.3569,2623024.064,312.8009697,1022867.11,2250159.449,300.54
904514.9683,2737121.391,98.84494837,953928.19,3339161.062,84.67
1110501.068,1756747.49,191.2297821,1036649.68,2367431.7,92.16
891190.0124,2345170.94,272.9960213,735169.5,2445214.76,164.29
834784.9443,2514183.137,257.652823,715227.44,2786876.93,145.76
790755.2238,2597267.094,240.3002622,1090086.25,2269476.758,215.0646878
1035306.16,2011938.169,174.0682294,961050.3031,2326923.483,160.4045535
907165.4945,2635730.496,289.6753066,846634.5703,2376332.207,264.2248327
874352.2169,2674491.166,154.5691923,1023898.554,2539126.162,211.1705207
803209.7448,2498233.733,241.7554406,912348.6383,2590505.239,69.4493505
1066721.676,2114325.289,193.566365,921515.533,2221398.605,171.0477275
907962.2777,2567740.65,149.4972407,842873.3157,2604264.58,150.4221838
930079.9988,2186543.729,165.4885002,824516.8493,2848162.127,263.8681884
996267.695,1944097.691,156.5614475,1008407.905,2411916.919,89.50596043
817331.4153,2902982.621,154.7971285,767992.3529,2834721.905,245.6360089
959477.872,3280211.04,98.92456555,768282.9367,3189292.233,261.3752038
860604.6761,2789354.239,77.15510419,921515.533,2278679.833,171.7259595
1079216.452,2474086.034,97.03803812,863577.9912,3174667.652,79.19861789
996267.695,2302932.222,69.88044034,1017415.116,2023563.457,187.3221604
1005434.59,1899080.294,175.177325,1071267.72,2000875.572,172.1987798
939418.0489,2385846.212,183.0670692,863577.9912,3218554.881,62.62788361
1011758.344,2331216.29,215.1530005,978536.3346,1923038.69,161.9588837
860604.6761,2947747.805,60.68673081,1029232.537,2060766.927,302.6448235
733734.4221,2805321.621,255.0190021,1102540.771,2658575.817,129.9992306
1110501.068,1757204.291,197.8705284,877776.3963,2790193.574,81.98551372
812547.795,2682881.12,264.4977425,921515.533,2245271.944,155.5154732
834665.516,2396964.441,277.6760558,986130.5007,2639245.702,106.1354466
993401.878,2508611.548,301.2433217,1061485.092,1995867.196,192.1050433
829320.0604,3147989.052,75.95843671,1200013.083,2101230.849,146.1715031
852234.4959,2885486.809,155.7806939,829388.6767,2282538.197,272.3592493
912593.9673,2894900.317,78.90219838,966838.2733,2762880.271,85.24596763
917625.4777,2262442.698,152.0469998,1011986.644,2096964.79,320.1419422
693282.9118,2980690.414,248.9253869,1008407.905,2434849.302,90.79474806
917625.4777,2669949.974,63.17557762,895576.3729,2014553.806,277.6089336
886340.862,2930852.74,76.82996185,865787.7512,2748278.393,163.2006489
970702.6646,2461111.885,105.706206,846332.0976,2608638.291,183.4977782
839739.7201,3402891.183,71.117131,944094.9933,2806957.743,97.46552949
895348.0736,2745656.827,93.69011354,777159.2476,2866350.909,260.9462873
1130560.891,2628225.201,112.0554702,878209.7697,2599824.909,269.6961322
1099276.275,2488921.749,194.7931441,1073142.83,2064089.942,313.9286839
869397.4411,2325983.764,262.9538069,886783.6079,2294840.974,181.4564976
650009.651,3551082.184,239.9857944,970217.1978,2316723.034,164.203871
926792.3724,2661414.538,68.33041244,951387.1032,2864093.199,68.86046283
820153.1657,2766732.457,157.8073948,889434.1341,2545401.492,293.8214175
886340.862,2634204.052,149.5528258,851666.0807,2307530.732,252.8857185
898795.3831,2882066.709,58.74731535,921686.6885,2709921.721,106.3254112
852234.4959,2867137.933,158.1746912,956418.6136,2509643.154,91.44279065
724858.1113,3203771.581,254.0129194,838555.5713,2358054.43,271.0987934
913307.7334,2025922.678,272.4675534,943804.4095,2058796.289,192.9526002
834784.9443,2602315.482,261.7607545,869549.0058,2562461.854,262.8295315
1008893.372,1982234.49,179.3693303,833706.421,2924371.056,78.91656504
794890.608,2903258.134,241.6281701,868609.5016,2902709.578,67.01792941
993110.9694,2674897.528,104.6641828,956418.6136,2543206.622,75.65448036
781092.0238,2790041.445,252.543544,982671.7188,2146754.656,163.0522068
785723.7133,2875794.797,239.2000927,883164.5455,3408425.725,77.44093539
951872.57,2314851.857,181.8721943,888196.0559,2752094.767,166.1179911
702449.8065,3192921.31,230.8795203,707126.7508,3244315.054,240.971992
908435.906,2462731.907,253.0818356,1090086.25,2668958.917,127.8048389
978781.6635,2338292.355,155.2631734,794645.2791,2376013.871,263.2199224
917625.4777,2748910.106,64.17084696,968076.3514,2289242.327,284.377722
843067.6013,3276820.541,67.11552475,1022446.627,1687754.526,187.7440979
919620.0156,2467427.132,289.8791597,961050.3031,2142206.187,175.8719092
965671.1541,2449427.309,176.8655149,973675.9797,2729000.468,105.3200912
970702.6646,2467471.988,102.7391154,773023.8634,2555664.781,263.9409873
895507.7567,2888029.778,79.59654775,812062.3282,2878559.117,260.6353167
917625.4777,2268273.379,166.2847181,1081544.915,2955995.169,113.6699447
808638.1488,2931158.348,251.2393446,825336.2408,2856279.38,159.7728098
965671.1541,2360777.047,176.1263016,851589.3461,3347441.994,73.39005182
898795.3831,2910055.452,61.10385036,838555.5713,2312425.88,283.8103053
724858.1113,3316295.182,239.2198785,869075.3776,2541156.548,159.8769633
1059115.946,2281598.122,208.2852218,994026.984,2319847.418,220.2943807
895348.0736,2346114.315,171.2212639,956732.5588,2026350.598,282.7301987
922474.628,2099773.898,269.8515803,724719.0921,3274759.115,250.5147364
998433.3884,2360487.254,312.0899604,750746.4593,2681618.965,274.9176983
956504.2595,2745404.492,88.5095869,837790.7619,3194457.313,71.06203001
861209.205,2800117.205,278.3379113,956418.6136,2227776.132,156.4990385
776879.905,3222617.891,148.7654413,994026.984,2310157.288,220.5504367
898795.3831,2425253.058,150.3355205,833706.421,2977536.881,61.70600778
1063907.319,2763990.022,110.7632943,942220.2085,2488068.829,157.3375569
812376.6395,2517737.303,244.2602221,912348.6383,2136192.241,172.5642393
881309.3516,3178952.364,58.84776911,921989.1612,2160931.667,266.9252736
925845.2028,3250192.937,69.53115148,1083893.396,2059086.613,203.6968811
926923.2731,2456414.511,187.2906513,1026582.011,2439675.96,106.4968048
1035306.16,2490380.461,87.80364983,864291.7573,2317678.788,273.3370663
817331.4153,2902982.621,154.7971285,1022737.211,2469704.364,112.6045547
886340.862,2601581.539,148.5200942,868609.5016,2861005.279,81.57546283
820153.1657,2900523.428,142.9476241,785649.5399,2698410.68,278.2895126
895348.0736,2768589.21,94.97890117,944094.9933,2417165.714,184.4693224
939246.8934,2610570.732,78.32946111,944429.9685,2729821.675,79.00034015
1066590.776,2291286.311,77.25617938,1102540.771,2658575.817,129.9992306
847279.7201,2536979.408,264.1653084,890704.5456,2523425.93,251.2348318
842248.2097,2674089.645,256.0176047,1017415.116,1958317.465,197.9842001
1081393.35,2140645.277,188.4327256,1133825.387,1969733.08,228.1816676
829793.6886,2844058.023,257.1692689,1011986.644,2076890.548,311.4517237
829320.0604,3177693.072,74.66390072,1063661.99,2398404.004,120.132577
776879.905,3137297.656,150.7372626,1077460.574,2492442.442,120.4268495
951872.57,2622257.232,102.6392094,838555.5713,2286051.888,287.8158759
952346.1982,2314417.906,274.7790267,1041384.586,2270229.25,213.426602
983157.1856,2457088.888,104.9335071,738411.3665,3051107.704,245.916343
886340.862,2413945.75,161.6601822,865787.7512,2680910.587,165.8664251
864365.9307,2527745.77,245.0090765,877616.7132,2732562.588,87.74727793
851437.7814,2558466.095,144.1472622,886783.6079,2789729.946,88.88081935
768477.8197,2674638.961,272.1703155,865281.6204,2667027.196,155.3732752
874352.2169,2674491.166,154.5691923,736707.7373,3116579.516,241.4308712
777644.7144,2641034.242,264.5683799,837790.7619,3253403.555,73.09577935
794839.5647,2835454.896,249.5895548,956258.9306,2026784.549,189.8233663
944169.1667,3124023.864,67.48275574,865281.6204,2667027.196,155.3732752
917916.0615,3034008.423,67.96118214,1063661.99,2192388.314,208.4900561
1013028.756,2639160.646,103.8216336,909061.0119,2395226.432,157.7056174
961535.7699,2477612.084,89.2110994,965425.8252,1985626.6,193.9454696
826124.1803,2670286.552,251.8838525,800073.6831,2996574.276,259.5637383
864063.458,2997750.066,81.05081338,963044.841,2468796.007,283.3207631
979072.2473,2623390.672,159.0535085,890544.8625,2311490.737,283.8434653
851437.7814,2838537.303,71.42142769,975379.609,2564494.281,100.1200752
766419.9218,3475512.551,270.7995658,812528.2041,2828270.911,259.7675913
712869.4661,3338233.419,246.6302423,1107572.282,1923284.727,217.681017
907165.4945,2602322.607,273.4648203,985485.6483,2526198.171,194.0800014
970702.6646,2061629.726,192.9660549,947251.719,2519843.603,87.64347312
847120.0371,2372867.201,268.2131384,965425.8252,2444055.002,108.71937
864365.9307,2494182.301,260.7973867,851589.3461,3288495.752,71.35630248
