operationnoshade,capitalnoshade,euinoshade,operationshade,capitalshade,euishade
888629.55,3243645.199,74.68,802064.4763,2603161.683,256.9589172
730215.28,3133349.753,233.33,1073627.464,2226527.836,100.0583666
1057003.91,2703445.744,337.89,1037040.163,2450811.446,99.97256753
858189.35,2283066.393,281.27,719200.3274,2819981.328,261.7894838
1304088.87,1963683.13,167.09,992464.5117,2539426.493,75.63866637
1078116.15,2644696.67,191.79,832801.7262,3360765.554,72.13977346
1018714.61,2520975.959,89.74,683564.9846,3139830.247,238.2923372
1030113.82,2297136.18,155.4,753046.5622,2961801.808,260.1976557
1072237.65,2275505.318,326.66,958703.9375,3124955.83,73.83956031
989529.64,2991686.734,324.01,886359.6947,2567581.303,189.3902765
991487.37,2196012.6,212.43,876683.0697,2998482.021,65.8294455
1033900.22,2039566.84,172.89,724509.1684,3018531.523,249.4119833
1014437.87,2477652.47,172.35,831231.5186,2554626.801,254.203718
949988.59,2071840.874,276.93,912767.3143,3054315.103,76.24208383
786751.2,2673549.23,270.46,897416.6975,2813129.604,69.15027493
946774.44,2564283.359,83.51,1029011.138,2542685.79,93.68261697
1046668.22,2659618.958,91.34,834042.8926,2263979.64,249.1789687
929276.4277,2507603.795,168.4063533,964895.6088,2023147.306,188.4972991
804087.6632,2716548.794,261.8874173,867276.5088,2313477.547,282.8398269
1166725.974,2316503.474,124.1238146,958228.1338,2596485.52,305.0098677
885610.2368,2568894.405,261.1746669,1057468.424,1817363.51,186.3996619
920397.3666,2453215.696,290.0146878,910233.5325,2871121.503,163.7849883
994335.9929,2322754.027,170.0867455,849187.5011,3301986.928,78.87831896
842896.6472,2798190.471,145.3229245,926009.2534,2551775.726,178.7120082
883563.3093,2166835.185,264.7502023,1101712.737,2087161.205,209.5566395
846848.8921,3208654.967,54.49858624,809613.3127,3285828.208,67.61545887
1000095.325,2532549.089,96.64218927,862148.8379,2616216.212,168.579503
872493.6524,2608895.642,279.3186205,841634.6215,2593721.705,267.1906442
863914.3256,2580433.93,271.1323901,868081.7338,2971930.295,99.03930392
928018.889,2170258.131,155.4281498,898549.6916,2745659.266,164.9133787
852175.8852,2481319.614,251.9019003,985003.8554,1976974.871,162.7645429
932368.0492,2120683.714,271.1143029,916179.7156,2564055.521,83.85633854
873132.6984,3021356.084,66.55193842,1087699.85,1591336.63,214.24
855909.7756,2577937.863,278.2142461,599117.26,3480410.864,226.56
703169.0062,3227214.13,241.6476285,876228,2026891.826,283.79
,,,1007929.75,2079192.95,88.88
,,,1148644.04,1691274.54,205.18
,,,685014.62,2874892.092,230.28
,,,654350.94,3080920.483,248.79
,,,811107.7,2573579.266,268.33
,,,745344.35,3142499.205,237.48
,,,1197769.57,1785665.78,187.57
,,,948150.97,2582355.501,83.73
,,,1000922.58,1990771.219,301.99
,,,1149085.23,1992002.23,169.73
,,,907840.02,2782379.255,78.54
,,,955719.41,2061092.4,189.43
,,,775745.89,2847463.351,247.81
,,,1005012.27,1959006.88,216.73
,,,999370.88,2772924.538,88.04
,,,777582.35,2886045.612,253.61
,,,1094640.27,2440470.71,97.96
,,,958435.37,2811610.495,83.41
,,,988832.91,2466897.701,320.18
,,,868330.4,2846408.561,74.68
,,,1081463.72,2594348.726,343.1
,,,1133840.19,1731459.17,201.09
,,,797845.69,2228019.821,245.95
,,,924579.14,2105076.61,190.57
,,,901914.15,2731438.756,290.18
,,,706892.46,2664831.82,161.71
,,,797563.13,2418808.72,165.89
,,,739250.27,2531891.98,170.64
,,,665784.91,2592339.56,170.64
,,,1086640.39,1873732.96,218.24
,,,1001217.26,2034932.099,324.52
,,,733929.92,2378891.53,178
,,,848041.26,2449060.928,270.12
,,,1121130.67,2262317.086,101.65
,,,976206.78,2015302.05,192.97
,,,1016869.04,2412319.001,90.27
,,,867087.51,2901033.836,74.97
,,,935432.58,2474940.65,179.61
,,,1009264.89,2677866.78,171.87
,,,1288991.02,1591336.63,225.22
,,,1036015.44,2472869.593,93.09
,,,931619.03,2412612.55,157.94
,,,950882.51,2704806.337,82.38
,,,1071114.62,2910491.607,95.9
,,,1016302.74,1904839.38,162.09
,,,921058.6486,2369133.668,177.1917617
,,,947206.7053,2205031.388,156.8349962
,,,903248.9226,2866378.828,80.43780678
,,,915657.0064,2107310.379,273.8093541
,,,873523.9174,2400069.693,167.1841265
,,,806437.4581,3417049.005,277.7822018
,,,1060294.928,2043110.313,210.4982928
,,,758777.6539,3340699.507,251.9801782
,,,923010.7821,2327847.202,287.5117702
,,,758220.7111,2864028.043,246.766597
,,,977149.7642,1899044.653,162.605903
,,,1003611.26,2955076.267,114.1225867
